thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.29444444444444445)],[np.float64(0.056666666666666664)],[1],[0],[0],[1.7527369580056984],['target'],10,0,10,0,18.787143749999814,,10,18.77311454199662,18.787143749999814,18.787143749999814,0.029526459009503014,20.525901000000886,[np.float64(-0.29444444444444445)],[np.float64(0.056666666666666664)],[1],[0],[0],[1.7527369580056984],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
11,0,11,[np.float64(0.14888888888888888)],[np.float64(0.07)],[1],[0],[0],[1.6728454160038382],['target'],11,0,11,0,20.547511583994492,,5,20.537629833997926,20.547511583994492,20.547511583994492,0.01152770800399594,22.21056179200241,[np.float64(0.14888888888888888)],[np.float64(0.07)],[1],[0],[0],[1.6728454160038382],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
12,0,12,[np.float64(-0.01)],[np.float64(0.4388888888888889)],[1],[0],[0],[1.7824000000109663],['target'],12,0,12,0,22.23905683400517,,5,22.227614791991073,22.23905683400517,22.23905683400517,0.01685491700482089,24.010083417000715,[np.float64(-0.01)],[np.float64(0.4388888888888889)],[1],[0],[0],[1.7824000000109663],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
13,0,13,[np.float64(0.43777777777777777)],[np.float64(-0.05)],[1],[0],[0],[1.62226666600327],['target'],13,0,13,0,24.050560584000777,,10,24.03649620899523,24.050560584000777,24.050560584000777,0.02621362499485258,25.65881491699838,[np.float64(0.43777777777777777)],[np.float64(-0.05)],[1],[0],[0],[1.62226666600327],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
14,0,14,[np.float64(-0.2633333333333333)],[np.float64(0.3711111111111111)],[1],[0],[0],[1.990447124990169],['target'],14,0,14,0,25.68025783399935,,5,25.67029412499687,25.68025783399935,25.68025783399935,0.011303459003102034,27.66082712500065,[np.float64(-0.2633333333333333)],[np.float64(0.3711111111111111)],[1],[0],[0],[1.990447124990169],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
15,0,15,[np.float64(-0.10888888888888888)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.8381952079944313],['target'],15,0,15,0,27.700795291995746,,10,27.6877647920046,27.700795291995746,27.700795291995746,0.026736708998214453,29.526000999991084,[np.float64(-0.10888888888888888)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.8381952079944313],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
16,0,16,[np.float64(-0.2722222222222222)],[np.float64(0.2911111111111111)],[1],[0],[0],[1.4452508749964181],['target'],16,0,16,0,29.558985041992855,,10,29.546780624994426,29.558985041992855,29.558985041992855,0.020610000006854534,30.99207879199821,[np.float64(-0.2722222222222222)],[np.float64(0.2911111111111111)],[1],[0],[0],[1.4452508749964181],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
17,0,17,[np.float64(0.2788888888888889)],[np.float64(-0.2088888888888889)],[1],[0],[0],[1.6737668749992736],['target'],17,0,17,0,31.012368499999866,,5,31.00343670899747,31.012368499999866,31.012368499999866,0.011205792005057447,32.677286083999206,[np.float64(0.2788888888888889)],[np.float64(-0.2088888888888889)],[1],[0],[0],[1.6737668749992736],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
18,0,18,[np.float64(-0.21555555555555556)],[np.float64(0.16111111111111112)],[1],[0],[0],[1.4009175420069369],['target'],18,0,18,0,32.7042438339995,,5,32.69273100000282,32.7042438339995,32.7042438339995,0.015244917012751102,34.09371904199361,[np.float64(-0.21555555555555556)],[np.float64(0.16111111111111112)],[1],[0],[0],[1.4009175420069369],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
19,0,19,[np.float64(0.42)],[np.float64(-0.45111111111111113)],[1],[0],[0],[2.8722990840033162],['target'],19,0,19,0,34.1350044169958,,10,34.12072041699139,34.1350044169958,34.1350044169958,0.026771875011036173,36.9930693339993,[np.float64(0.42)],[np.float64(-0.45111111111111113)],[1],[0],[0],[2.8722990840033162],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
20,0,20,[np.float64(0.1388888888888889)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.3883432080037892],['target'],20,0,20,0,37.015809999997145,,5,37.005522209001356,37.015809999997145,37.015809999997145,0.012278250011149794,38.39395212499949,[np.float64(0.1388888888888889)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.3883432080037892],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
21,0,21,[np.float64(0.4866666666666667)],[np.float64(-0.48777777777777775)],[1],[0],[0],[1.8183210830029566],['target'],21,0,21,0,38.420915666996734,,5,38.40966966700216,38.420915666996734,38.420915666996734,0.015513457998167723,40.22806199999468,[np.float64(0.4866666666666667)],[np.float64(-0.48777777777777775)],[1],[0],[0],[1.8183210830029566],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
22,0,22,[np.float64(0.4633333333333333)],[np.float64(0.3522222222222222)],[1],[0],[0],[2.6709282499941764],['target'],22,0,22,0,40.268305208999664,,10,40.254873249999946,40.268305208999664,40.268305208999664,0.026611665991367772,42.92585037500248,[np.float64(0.4633333333333333)],[np.float64(0.3522222222222222)],[1],[0],[0],[2.6709282499941764],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
23,0,23,[np.float64(-0.46555555555555556)],[np.float64(0.023333333333333334)],[1],[0],[0],[2.0885129590024007],['target'],23,0,23,0,42.94867933400383,,5,42.938553166997735,42.94867933400383,42.94867933400383,0.012532124994322658,45.02714812499471,[np.float64(-0.46555555555555556)],[np.float64(0.023333333333333334)],[1],[0],[0],[2.0885129590024007],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
24,0,24,[np.float64(-0.2088888888888889)],[np.float64(-0.17555555555555555)],[1],[0],[0],[1.5696293330111075],['target'],24,0,24,0,45.0523154590046,,5,45.04161733399087,45.0523154590046,45.0523154590046,0.014265458012232557,46.61133279200294,[np.float64(-0.2088888888888889)],[np.float64(-0.17555555555555555)],[1],[0],[0],[1.5696293330111075],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
25,0,25,[np.float64(0.016666666666666666)],[np.float64(-0.3011111111111111)],[1],[0],[0],[1.5541410830046516],['target'],25,0,25,0,46.65291287499713,,10,46.63916533399606,46.65291287499713,46.65291287499713,0.027626707989838906,48.19335866699112,[np.float64(0.016666666666666666)],[np.float64(-0.3011111111111111)],[1],[0],[0],[1.5541410830046516],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
26,0,26,[np.float64(-0.16555555555555557)],[np.float64(-0.25222222222222224)],[1],[0],[0],[1.3036827920004725],['target'],26,0,26,0,48.216466458994546,,5,48.20588641699578,48.216466458994546,48.216466458994546,0.012352165998890996,49.509653375003836,[np.float64(-0.16555555555555557)],[np.float64(-0.25222222222222224)],[1],[0],[0],[1.3036827920004725],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
27,0,27,[np.float64(-0.10111111111111111)],[np.float64(0.04888888888888889)],[1],[0],[0],[1.4535188329900848],['target'],27,0,27,0,49.55303183400247,,10,49.5390807090007,49.55303183400247,49.55303183400247,0.029227874998468906,50.99264470899652,[np.float64(-0.10111111111111111)],[np.float64(0.04888888888888889)],[1],[0],[0],[1.4535188329900848],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
28,0,28,[np.float64(-0.41333333333333333)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.6895945830037817],['target'],28,0,28,0,51.01519554200058,,5,51.00517195899738,51.01519554200058,51.01519554200058,0.012357375002466142,52.69484837500204,[np.float64(-0.41333333333333333)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.6895945830037817],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
29,0,29,[np.float64(-0.3844444444444444)],[np.float64(-0.21)],[1],[0],[0],[1.5210789590055356],['target'],29,0,29,0,52.73557262499526,,10,52.72196095899562,52.73557262499526,52.73557262499526,0.02690749999601394,54.243090333999135,[np.float64(-0.3844444444444444)],[np.float64(-0.21)],[1],[0],[0],[1.5210789590055356],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
30,0,30,[np.float64(0.17777777777777778)],[np.float64(-0.04)],[1],[0],[0],[1.3056491250026738],['target'],30,0,30,0,54.26536154199857,,5,54.255153666992555,54.26536154199857,54.26536154199857,0.011883584011229686,55.560883917001775,[np.float64(0.17777777777777778)],[np.float64(-0.04)],[1],[0],[0],[1.3056491250026738],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
31,0,31,[np.float64(-0.46444444444444444)],[np.float64(-0.3844444444444444)],[1],[0],[0],[3.08982404100243],['target'],31,0,31,0,55.60213329199178,,10,55.58796020899899,55.60213329199178,55.60213329199178,0.02687754199723713,58.6778324170009,[np.float64(-0.46444444444444444)],[np.float64(-0.3844444444444444)],[1],[0],[0],[3.08982404100243],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
32,0,32,[np.float64(0.28)],[np.float64(-0.4688888888888889)],[1],[0],[0],[2.070235209001112],['target'],32,0,32,0,58.701864916991326,,5,58.69083266699454,58.701864916991326,58.701864916991326,0.012830666004447266,60.761147625002195,[np.float64(0.28)],[np.float64(-0.4688888888888889)],[1],[0],[0],[2.070235209001112],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
33,0,33,[np.float64(0.42)],[np.float64(-0.21555555555555556)],[1],[0],[0],[1.7667954589996953],['target'],33,0,33,0,60.78823054199165,,5,60.77692925000156,60.78823054199165,60.78823054199165,0.015579708007862791,62.54379408399109,[np.float64(0.42)],[np.float64(-0.21555555555555556)],[1],[0],[0],[1.7667954589996953],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
34,0,34,[np.float64(0.17222222222222222)],[np.float64(-0.24444444444444444)],[1],[0],[0],[1.6035800000099698],['target'],34,0,34,0,62.58694370900048,,10,62.573025334000704,62.58694370900048,62.58694370900048,0.029030249992501922,64.176646042004,[np.float64(0.17222222222222222)],[np.float64(-0.24444444444444444)],[1],[0],[0],[1.6035800000099698],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
35,0,35,[np.float64(0.34444444444444444)],[np.float64(0.31555555555555553)],[1],[0],[0],[2.245650917000603],['target'],35,0,35,0,64.21024133400351,,10,64.19811537499481,64.21024133400351,64.21024133400351,0.021297332990798168,66.44381966699439,[np.float64(0.34444444444444444)],[np.float64(0.31555555555555553)],[1],[0],[0],[2.245650917000603],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
36,0,36,[np.float64(-0.16111111111111112)],[np.float64(0.042222222222222223)],[1],[0],[0],[1.7390722919953987],['target'],36,0,36,0,66.46576187499159,,5,66.45546716700483,66.46576187499159,66.46576187499159,0.011474041995825246,68.19461345899617,[np.float64(-0.16111111111111112)],[np.float64(0.042222222222222223)],[1],[0],[0],[1.7390722919953987],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
37,0,37,[np.float64(0.37555555555555553)],[np.float64(-0.10888888888888888)],[1],[0],[0],[1.504967167013092],['target'],37,0,37,0,68.23479058399971,,10,68.2215292089968,68.23479058399971,68.23479058399971,0.026723208007751964,69.72654795899871,[np.float64(0.37555555555555553)],[np.float64(-0.10888888888888888)],[1],[0],[0],[1.504967167013092],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
38,0,38,[np.float64(-0.37222222222222223)],[np.float64(-0.37666666666666665)],[1],[0],[0],[2.2390218329965137],['target'],38,0,38,0,69.74980208399938,,5,69.73923366700183,69.74980208399938,69.74980208399938,0.012517625000327826,71.97833962499863,[np.float64(-0.37222222222222223)],[np.float64(-0.37666666666666665)],[1],[0],[0],[2.2390218329965137],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
39,0,39,[np.float64(0.43)],[np.float64(0.4911111111111111)],[1],[0],[0],[2.4283106660004705],['target'],39,0,39,0,72.01906224999402,,10,72.00558154199098,72.01906224999402,72.01906224999402,0.027011500002117828,74.4339644589927,[np.float64(0.43)],[np.float64(0.4911111111111111)],[1],[0],[0],[2.4283106660004705],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
40,0,40,[np.float64(0.06444444444444444)],[np.float64(-0.06111111111111111)],[1],[0],[0],[1.799894875002792],['target'],40,0,40,0,74.45358295900223,,5,74.4446282919962,74.45358295900223,74.45358295900223,0.010515417001442984,76.24460837499646,[np.float64(0.06444444444444444)],[np.float64(-0.06111111111111111)],[1],[0],[0],[1.799894875002792],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
41,0,41,[np.float64(-0.07666666666666666)],[np.float64(0.27555555555555555)],[1],[0],[0],[1.4380899160023546],['target'],41,0,41,0,76.28571529200417,,10,76.2720897919935,76.28571529200417,76.28571529200417,0.027273374987998977,77.71023062500171,[np.float64(-0.07666666666666666)],[np.float64(0.27555555555555555)],[1],[0],[0],[1.4380899160023546],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
42,0,42,[np.float64(0.17888888888888888)],[np.float64(-0.47888888888888886)],[1],[0],[0],[2.611323375007487],['target'],42,0,42,0,77.744634667004,,10,77.73246795899468,77.744634667004,77.744634667004,0.02206545800436288,80.34384695900371,[np.float64(0.17888888888888888)],[np.float64(-0.47888888888888886)],[1],[0],[0],[2.611323375007487],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
43,0,43,[np.float64(0.4711111111111111)],[np.float64(0.11777777777777777)],[1],[0],[0],[1.372694584002602],['target'],43,0,43,0,80.36550883400196,,5,80.35551708399726,80.36550883400196,80.36550883400196,0.011493833007989451,81.72829779199674,[np.float64(0.4711111111111111)],[np.float64(0.11777777777777777)],[1],[0],[0],[1.372694584002602],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
44,0,44,[np.float64(-0.02666666666666667)],[np.float64(-0.06777777777777778)],[1],[0],[0],[1.619740833004471],['target'],44,0,44,0,81.77124595899659,,10,81.7569074589992,81.77124595899659,81.77124595899659,0.02841554200858809,83.37669991700386,[np.float64(-0.02666666666666667)],[np.float64(-0.06777777777777778)],[1],[0],[0],[1.619740833004471],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
45,0,45,[np.float64(0.25222222222222224)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.392937124997843],['target'],45,0,45,0,83.41204279199883,,10,83.39966458399431,83.41204279199883,83.41204279199883,0.022790999995777383,84.79264762499952,[np.float64(0.25222222222222224)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.392937124997843],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
46,0,46,[np.float64(-0.21777777777777776)],[np.float64(-0.07555555555555556)],[1],[0],[0],[1.873859375002212],['target'],46,0,46,0,84.8139472920011,,5,84.80395491699164,84.8139472920011,84.8139472920011,0.01115274999756366,86.67789891699795,[np.float64(-0.21777777777777776)],[np.float64(-0.07555555555555556)],[1],[0],[0],[1.873859375002212],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
47,0,47,[np.float64(-0.25555555555555554)],[np.float64(0.33)],[1],[0],[0],[1.950412125006551],['target'],47,0,47,0,86.70501166699978,,5,86.69356720900396,86.70501166699978,86.70501166699978,0.01546816699556075,88.64403595900512,[np.float64(-0.25555555555555554)],[np.float64(0.33)],[1],[0],[0],[1.950412125006551],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
48,0,48,[np.float64(-0.044444444444444446)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.2232123750000028],['target'],48,0,48,0,88.68339383399871,,10,88.66978008400474,88.68339383399871,88.68339383399871,0.025577541993698105,89.89304275000177,[np.float64(-0.044444444444444446)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.2232123750000028],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
49,0,49,[np.float64(0.12555555555555556)],[np.float64(0.5)],[1],[0],[0],[1.7434903340035817],['target'],49,0,49,0,89.91531625000061,,5,89.90525095899648,89.91531625000061,89.91531625000061,0.012034041996230371,91.64881741699355,[np.float64(0.12555555555555556)],[np.float64(0.5)],[1],[0],[0],[1.7434903340035817],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
50,0,50,[np.float64(0.47333333333333333)],[np.float64(-0.10777777777777778)],[1],[0],[0],[2.452679416994215],['target'],50,0,50,0,91.6874255839939,,10,91.67423424999288,91.6874255839939,91.6874255839939,0.025254833002691157,94.12696416699328,[np.float64(0.47333333333333333)],[np.float64(-0.10777777777777778)],[1],[0],[0],[2.452679416994215],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
51,0,51,[np.float64(0.06555555555555556)],[np.float64(0.22444444444444445)],[1],[0],[0],[1.6038547909993213],['target'],51,0,51,0,94.15013570900192,,5,94.13992283400148,94.15013570900192,94.15013570900192,0.012787500003469177,95.74384654199821,[np.float64(0.06555555555555556)],[np.float64(0.22444444444444445)],[1],[0],[0],[1.6038547909993213],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
52,0,52,[np.float64(-0.2511111111111111)],[np.float64(0.12666666666666668)],[1],[0],[0],[1.5527636669867206],['target'],52,0,52,0,95.77016333400388,,5,95.75873945899366,95.77016333400388,95.77016333400388,0.014732749987160787,97.31158104199858,[np.float64(-0.2511111111111111)],[np.float64(0.12666666666666668)],[1],[0],[0],[1.5527636669867206],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
53,0,53,[np.float64(0.2477777777777778)],[np.float64(-0.13)],[1],[0],[0],[1.5838822090008762],['target'],53,0,53,0,97.3383498339972,,5,97.32765399999334,97.3383498339972,97.3383498339972,0.015878165999311022,98.91160545899766,[np.float64(0.2477777777777778)],[np.float64(-0.13)],[1],[0],[0],[1.5838822090008762],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
54,0,54,[np.float64(-0.45666666666666667)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.8997640830057207],['target'],54,0,54,0,98.93863845900341,,5,98.92772666699602,98.93863845900341,98.93863845900341,0.015930166991893202,100.82756312499987,[np.float64(-0.45666666666666667)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.8997640830057207],['target'],P2,001,2025-09-30_15h40.40.147,VisualSearch_NupurShah,,2025.1.1,120.34424517705129,2025-09-30 15h40.54.799545 +0530,
