reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50.0,69.0,49.0,10,0,1,l,4.37123554199934,None,1,0,10,9,24.280743665993214,,24.271512540988624,24.280743665993214,25.262530707987025,25.262530707987025,25.2797977909795,29.63820724998368,l,4.37123554199934,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
78.0,80.0,162.0,11,1,1,t,0.6875084579805844,None,1,1,11,6,29.65371012495598,,29.64547212497564,29.65371012495598,30.63826912496006,30.63826912496006,30.64633324998431,31.33112229098333,t,0.6875084579805844,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
27.0,50.0,21.0,12,2,1,l,0.9048640000401065,None,1,2,12,2,31.34817866596859,,31.338459457969293,31.34817866596859,32.3288208329468,32.3288208329468,32.34628904098645,33.237644999986514,l,0.9048640000401065,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
67.0,75.0,119.0,13,3,1,t,1.9289913750253618,None,1,3,13,5,33.2536914999946,,33.244947415951174,33.2536914999946,34.22880979097681,34.22880979097681,34.25341479096096,36.165256374981254,t,1.9289913750253618,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
90.0,101.0,190.0,14,4,1,t,1.404392042022664,None,1,4,14,7,36.18193133297609,,36.17305837495951,36.18193133297609,37.1632884159917,37.1632884159917,37.179734832956456,38.57134366600076,t,1.404392042022664,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
11.0,30.0,7.0,15,5,1,l,2.631366208952386,None,1,5,15,0,38.58615495800041,,38.57765787496464,38.58615495800041,39.5703828749829,39.5703828749829,39.57960587495472,42.2043760829838,l,2.631366208952386,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
49.0,60.0,89.0,16,6,1,t,1.9471838329918683,None,1,6,16,4,42.22052658296889,,42.211885374970734,42.22052658296889,43.195561624947004,43.195561624947004,43.220351749972906,45.147887040977366,t,1.9471838329918683,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
40.0,55.0,62.0,17,7,1,l,3.4648985830135643,None,1,7,17,3,45.16452579095494,,45.15462954097893,45.16452579095494,46.146370582981035,46.146370582981035,46.163126249972265,49.61506191594526,l,3.4648985830135643,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
9.0,18.0,12.0,18,8,1,l,2.037876792019233,None,1,8,18,8,49.63224695797544,,49.62258658296196,49.63224695797544,50.61237829097081,50.61237829097081,50.629960665944964,52.65488916594768,l,2.037876792019233,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
15.0,35.0,13.0,19,9,1,t,0.8294304999872111,None,1,9,19,1,52.66976333298953,,52.66152283299016,52.66976333298953,53.65383758296957,53.65383758296957,53.663274957973044,54.48842991597485,t,0.8294304999872111,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
11.0,30.0,7.0,20,0,2,l,0.7597685410291888,None,2,0,20,0,54.50356812495738,,54.49540649994742,54.50356812495738,55.487403749953955,55.487403749953955,55.496611124952324,56.25461537495721,l,0.7597685410291888,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
15.0,35.0,13.0,21,1,2,l,1.3062267909990624,None,2,1,21,1,56.27096666599391,,56.26266324997414,56.27096666599391,57.245947290968616,57.245947290968616,57.2634888329776,58.555033374985214,l,1.3062267909990624,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
90.0,101.0,190.0,22,2,2,t,0.9908633750164881,None,2,2,22,7,58.570201040944085,,58.561937291000504,58.570201040944085,59.55534191598417,59.55534191598417,59.56262074998813,60.55291191599099,t,0.9908633750164881,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
50.0,69.0,49.0,23,3,2,l,3.8348329580039717,None,2,3,23,9,60.56840045796707,,60.55936962499982,60.56840045796707,61.5465367079596,61.5465367079596,61.56393237499287,65.38911099999677,l,3.8348329580039717,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
67.0,75.0,119.0,24,4,2,t,1.2467399999732152,None,2,4,24,5,65.40605758299353,,65.3969828329864,65.40605758299353,66.38867333298549,66.38867333298549,66.39604383299593,67.63788337499136,t,1.2467399999732152,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
27.0,50.0,21.0,25,5,2,l,0.9089890419854783,None,2,5,25,2,67.65259908296866,,67.64441979094408,67.65259908296866,68.62934879097156,68.62934879097156,68.64687299996149,69.54847241594689,l,0.9089890419854783,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
78.0,80.0,162.0,26,6,2,t,2.986580041993875,None,2,6,26,6,69.5657392499852,,69.55643708299613,69.5657392499852,70.54676045797532,70.54676045797532,70.56376174994512,73.5390956249903,t,2.986580041993875,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
40.0,55.0,62.0,27,7,2,t,1.76156000001356,None,2,7,27,3,73.55472908297088,,73.5461915829801,73.55472908297088,74.53876199998194,74.53876199998194,74.54614674998447,76.30511474999366,t,1.76156000001356,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
49.0,60.0,89.0,28,8,2,t,1.3191774589940906,None,2,8,28,4,76.3194663329632,,76.31100449996302,76.3194663329632,77.30512708297465,77.30512708297465,77.31289695797022,78.6320400830009,t,1.3191774589940906,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
9.0,18.0,12.0,29,9,2,l,1.9760849159792997,None,2,9,29,8,78.64857795799617,,78.63918645796366,78.64857795799617,79.63035212497925,79.63035212497925,79.64707095798803,81.61537333298475,l,1.9760849159792997,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
27.0,50.0,21.0,30,0,3,l,0.9117384169949219,None,3,0,30,2,81.63179458299419,,81.62255666597048,81.63179458299419,82.61356770800194,82.61356770800194,82.6307377909543,83.53204008296598,l,0.9117384169949219,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
90.0,101.0,190.0,31,1,3,t,1.1870885410462506,None,3,1,31,7,83.54860624996945,,83.53922908299137,83.54860624996945,84.53029054094804,84.53029054094804,84.54709879099391,85.720962915977,t,1.1870885410462506,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
49.0,60.0,89.0,32,2,3,t,1.318722500000149,None,3,2,32,4,85.73631108296104,,85.72770899999887,85.73631108296104,86.713537582953,86.713537582953,86.73045591596747,88.03873479098547,t,1.318722500000149,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
67.0,75.0,119.0,33,3,3,t,0.8864433750277385,None,3,3,33,5,88.05381070799194,,88.04556070797844,88.05381070799194,89.03883962496184,89.03883962496184,89.04633270797785,89.93210499995621,t,0.8864433750277385,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
15.0,35.0,13.0,34,4,3,l,0.9772848749998957,None,3,4,34,1,89.94877687498229,,89.93933416594518,89.94877687498229,90.9303013329627,90.9303013329627,90.9472881249967,91.91587162495125,l,0.9772848749998957,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
50.0,69.0,49.0,35,5,3,l,6.702571792004164,None,3,5,35,9,91.93336458294652,,91.92389087495394,91.93336458294652,92.9135329159908,92.9135329159908,92.9304904579767,99.62256012496073,l,6.702571792004164,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
11.0,30.0,7.0,36,6,3,l,0.5272418750100769,None,3,6,36,0,99.63898587494623,,99.63023449998582,99.63898587494623,100.61395733297104,100.61395733297104,100.63716291595483,101.14922854094766,l,0.5272418750100769,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
9.0,18.0,12.0,37,7,3,l,0.522512917057611,None,3,7,37,8,101.16535024996847,,101.15619479096495,101.16535024996847,102.14662491600029,102.14662491600029,102.16429537499789,102.67224208294647,l,0.522512917057611,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
78.0,80.0,162.0,38,8,3,t,0.9323409580392763,None,3,8,38,6,102.68651987495832,,102.67827441595728,102.68651987495832,103.67189987498568,103.67189987498568,103.67990004096646,104.60546033299761,t,0.9323409580392763,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
40.0,55.0,62.0,39,9,3,t,1.5106719590257853,None,3,9,39,3,104.61955441598548,,104.61140308296308,104.61955441598548,105.60538174997782,105.60538174997782,105.61337591597112,107.12253941595554,t,1.5106719590257853,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
78.0,80.0,162.0,40,0,4,t,0.7617344160098583,None,4,0,40,6,107.1369712500018,,107.12850529095158,107.1369712500018,108.12243404099718,108.12243404099718,108.12996158294845,108.88947445794474,t,0.7617344160098583,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
15.0,35.0,13.0,41,1,4,l,0.650325124966912,None,4,1,41,1,108.90566466597375,,108.89711958297994,108.90566466597375,109.88875708298292,109.88875708298292,109.89661033300217,110.54978316597408,l,0.650325124966912,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
9.0,18.0,12.0,42,2,4,l,0.5366241669980809,None,4,2,42,8,110.56644612498349,,110.55704195797443,110.56644612498349,111.54757379100192,111.54757379100192,111.56414687499637,112.08862308296375,l,0.5366241669980809,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
40.0,55.0,62.0,43,3,4,t,7.085833708988503,None,4,3,43,3,112.10294820799027,,112.09481262497138,112.10294820799027,113.08010799996555,113.08010799996555,113.09789458295563,120.1714692079695,t,7.085833708988503,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
50.0,69.0,49.0,44,4,4,l,5.887326666968875,None,4,4,44,9,120.18558874999871,,120.17667041596724,120.18558874999871,121.16372604097705,121.16372604097705,121.1816370000015,127.05555849999655,l,5.887326666968875,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
90.0,101.0,190.0,45,5,4,l,0.6139927079784684,None,4,5,45,7,127.07167712500086,,127.06300324999029,127.07167712500086,128.04700387496268,128.04700387496268,128.06435199995758,128.66609695798252,l,0.6139927079784684,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
67.0,75.0,119.0,46,6,4,t,0.7891711670090444,None,4,6,46,5,128.6831611249945,,128.67407191597158,128.6831611249945,129.66430783295073,129.66430783295073,129.68100058299024,130.4556121249916,t,0.7891711670090444,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
27.0,50.0,21.0,47,7,4,l,0.8187351250089705,None,4,7,47,2,130.4700146249961,,130.46257279097335,130.4700146249961,131.4471406249795,131.4471406249795,131.46435337496223,132.27294920798158,l,0.8187351250089705,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
49.0,60.0,89.0,48,8,4,t,2.069731874973513,None,4,8,48,4,132.28713316598441,,132.27897029096493,132.28713316598441,133.27342812495772,133.27342812495772,133.2804539159988,135.34969570796238,t,2.069731874973513,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
11.0,30.0,7.0,49,9,4,l,0.8468080000020564,None,4,9,49,0,135.3663069579634,,135.35642562498106,135.3663069579634,136.34703708294546,136.34703708294546,136.36455254099565,137.19965475000208,l,0.8468080000020564,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
15.0,35.0,13.0,50,0,5,l,0.6399286660016514,None,5,0,50,1,137.215868957981,,137.20643308298895,137.215868957981,138.19706266594585,138.19706266594585,138.2148634159821,138.83912883297307,l,0.6399286660016514,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
9.0,18.0,12.0,51,1,5,l,0.5484475419507362,None,5,1,51,8,138.85542337497463,,138.84711133298697,138.85542337497463,139.8304943330004,139.8304943330004,139.85455791599816,140.38291512499563,l,0.5484475419507362,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
67.0,75.0,119.0,52,2,5,t,0.9453434589668177,None,5,2,52,5,140.3988014999777,,140.38955591595732,140.3988014999777,141.38049291598145,141.38049291598145,141.39799333299743,142.33288054098375,t,0.9453434589668177,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
11.0,30.0,7.0,53,3,5,l,0.8587706660036929,None,5,3,53,0,142.34832029097015,,142.3389047079836,142.34832029097015,143.33108595799422,143.33108595799422,143.33778316597454,144.1996050409507,l,0.8587706660036929,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
78.0,80.0,162.0,54,4,5,t,1.0348410420119762,None,5,4,54,6,144.2161240829737,,144.20683266595006,144.2161240829737,145.19715108297532,145.19715108297532,145.21486349997576,146.23943649994908,t,1.0348410420119762,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
27.0,50.0,21.0,55,5,5,l,0.851235042035114,None,5,5,55,2,146.25347166595748,,146.2453813329921,146.25347166595748,147.2306088329642,147.2306088329642,147.2481032499927,148.08956862497143,l,0.851235042035114,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
50.0,69.0,49.0,56,6,5,l,0.9866222079726867,None,5,6,56,9,148.10411499999464,,148.0959074999555,148.10411499999464,149.09020879096352,149.09020879096352,149.09735399996862,150.0840999999782,l,0.9866222079726867,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
49.0,60.0,89.0,57,7,5,t,0.7637304580421187,None,5,7,57,4,150.10129479097668,,150.09203999995952,150.10129479097668,151.08117754099658,151.08117754099658,151.09808824997162,151.849624415976,t,0.7637304580421187,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
40.0,55.0,62.0,58,8,5,t,1.5379480000119656,None,5,8,58,3,151.86700191599084,,151.85740291594993,151.86700191599084,152.84782837500097,152.84782837500097,152.86465599999065,154.38949883298483,t,1.5379480000119656,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
90.0,101.0,190.0,59,9,5,t,0.8374253750080243,None,5,9,59,7,154.40509195794584,,154.39612662495347,154.40509195794584,155.3894534999854,155.3894534999854,155.39727462496376,156.2334226659732,t,0.8374253750080243,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
9.0,18.0,12.0,60,0,6,l,0.9288341670180671,None,6,0,60,8,156.25039583299076,,156.24103524995735,156.25039583299076,157.23123658297118,157.23123658297118,157.24817279097624,158.16673095797887,l,0.9288341670180671,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
90.0,101.0,190.0,61,1,6,t,1.1987616250407882,None,6,1,61,7,158.18380020797485,,158.1750359579455,158.18380020797485,159.1641440409585,159.1641440409585,159.18158495798707,160.36656024999684,t,1.1987616250407882,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
15.0,35.0,13.0,62,2,6,l,1.7818047920009121,None,6,2,62,1,160.38334295799723,,160.3734370409511,160.38334295799723,161.36403399996925,161.36403399996925,161.3815087499679,163.15022733295336,l,1.7818047920009121,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
67.0,75.0,119.0,63,3,6,t,1.1814025829662569,None,6,3,63,5,163.16772633296205,,163.15829716599546,163.16772633296205,164.14745333296014,164.14745333296014,164.164889165957,165.3330003329902,t,1.1814025829662569,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
78.0,80.0,162.0,64,4,6,t,2.7758540000068024,None,6,4,64,6,165.34953149996,,165.34011304099113,165.34953149996,166.33076591597637,166.33076591597637,166.3481063329964,169.11653304100037,t,2.7758540000068024,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
40.0,55.0,62.0,65,5,6,t,0.7176032919669524,None,6,5,65,3,169.1322367079556,,169.12298949999968,169.1322367079556,170.11418841598788,170.11418841598788,170.13166612497298,170.8394087079796,t,0.7176032919669524,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
27.0,50.0,21.0,66,6,6,l,0.6458633749862202,None,6,6,66,2,170.85489695798606,,170.8466564999544,170.85489695798606,171.8308271659771,171.8308271659771,171.84837699995842,172.48318258294603,l,0.6458633749862202,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
11.0,30.0,7.0,67,7,6,l,0.6741196660441346,None,6,7,67,0,172.4996897499659,,172.4904894999927,172.4996897499659,173.4815703749773,173.4815703749773,173.4982882909826,174.166430665995,l,0.6741196660441346,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
49.0,60.0,89.0,68,8,6,t,1.2868842080351897,None,6,8,68,4,174.18277337495238,,174.1726673329831,174.18277337495238,175.16480412497185,175.16480412497185,175.18162987497635,176.45649983297335,t,1.2868842080351897,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
50.0,69.0,49.0,69,9,6,t,0.9058689999510534,None,6,9,69,9,176.47161162499106,,176.46294370800024,176.47161162499106,177.45590716594597,177.45590716594597,177.4649828329566,178.3670968329534,t,0.9058689999510534,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
11.0,30.0,7.0,70,0,7,l,0.713593167020008,None,7,0,70,0,178.38378599996213,,178.37444445799338,178.38378599996213,179.3649693329935,179.3649693329935,179.38179283298086,180.0831744579482,l,0.713593167020008,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
40.0,55.0,62.0,71,1,7,t,1.1235850829980336,None,7,1,71,3,180.09725445799995,,180.08851587498793,180.09725445799995,181.0818537909654,181.0818537909654,181.08868870796869,182.21683233295335,t,1.1235850829980336,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
78.0,80.0,162.0,72,2,7,t,0.7690643340465613,None,7,2,72,6,182.23308520799037,,182.22331612498965,182.23308520799037,183.21447449998232,183.21447449998232,183.2322248329874,183.98971891595284,t,0.7690643340465613,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
15.0,35.0,13.0,73,3,7,l,0.6263375409762375,None,7,3,73,1,184.00421141594416,,183.99612262495793,184.00421141594416,184.99009670794476,184.99009670794476,184.99822737497743,185.62360812496627,l,0.6263375409762375,None,Participant3,001,2025-11-05_11h33.31.658,DelayedDiscounting_NupurShah,,2025.1.1,119.0227645885344,2025-11-05 11h33.47.259922 +0530,
