word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,red,I,r,24,0,6,r,1,1.0340961249967222,None,6,0,24,2,28.10953462500038,,,,,28.10318254199956,28.10953462500038,28.599210125001264,28.599210125001264,28.599210125001264,29.634355249996588,r,1,1.0340961249967222,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,blue,I,b,25,1,6,b,1,0.8438784579993808,None,6,1,25,1,29.642685250000795,,,,,29.636596416996326,29.642685250000795,30.132449874996382,30.132449874996382,30.132449874996382,30.978443957996205,b,1,0.8438784579993808,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,red,C,r,26,2,6,r,1,0.5040425409970339,None,6,2,26,0,30.982439583000087,,,,,30.978873457999725,30.982439583000087,31.47543745800067,31.47543745800067,31.47543745800067,31.984651541999483,r,1,0.5040425409970339,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
Blue,blue,C,b,27,3,6,b,1,0.5444294580011046,None,6,3,27,3,31.993223375000525,,,,,31.987021000000823,31.993223375000525,32.48292079199746,32.48292079199746,32.48292079199746,33.02873395799543,b,1,0.5444294580011046,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
Blue,blue,C,b,28,0,7,b,1,0.5912852080000448,None,7,0,28,3,33.03307783299533,,,,,33.02915916699567,33.03307783299533,33.52519220799877,33.52519220799877,33.52519220799877,34.11799400000018,b,1,0.5912852080000448,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,red,C,r,29,1,7,b,0,0.5248662919984781,None,7,1,29,0,34.126262582998606,,,,,34.120373166995705,34.126262582998606,34.615725666997605,34.615725666997605,34.615725666997605,35.14572141700046,b,0,0.5248662919984781,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
BLUE,red,I,r,30,2,7,r,1,0.6455660420033382,None,7,2,30,2,35.15391791699949,,,,,35.147911791995284,35.15391791699949,35.64193795799656,35.64193795799656,35.64193795799656,36.29522345800069,r,1,0.6455660420033382,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,blue,I,b,31,3,7,b,1,0.5394288339957711,None,7,3,31,1,36.30319087499811,,,,,36.2973828749964,36.30319087499811,36.791896499998984,36.791896499998984,36.791896499998984,37.33418649999658,b,1,0.5394288339957711,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
BLUE,red,I,r,32,0,8,r,1,0.710200708002958,None,8,0,32,2,37.34265408299689,,,,,37.336400457999844,37.34265408299689,37.83318295799836,37.83318295799836,37.83318295799836,38.54569137499493,r,1,0.710200708002958,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,red,C,r,33,1,8,r,1,0.6146027089998825,None,8,1,33,0,38.55397137499676,,,,,38.547841874998994,38.55397137499676,39.04196704200149,39.04196704200149,39.04196704200149,39.66247916699649,r,1,0.6146027089998825,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,blue,I,b,34,2,8,b,1,0.39679762499872595,None,8,2,34,1,39.666422082998906,,,,,39.662908207996225,39.666422082998906,40.15868924999813,40.15868924999813,40.15868924999813,40.562352041997656,b,1,0.39679762499872595,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
Blue,blue,C,b,35,3,8,b,1,1.6439010000030976,None,8,3,35,3,40.5706088750012,,,,,40.56461566699727,40.5706088750012,41.05867287499859,41.05867287499859,41.05867287499859,42.71232770799543,b,1,1.6439010000030976,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
Blue,blue,C,b,36,0,9,b,1,0.6115175829982036,None,9,0,36,3,42.71870891699655,,,,,42.712755749998905,42.71870891699655,43.208960916999786,43.208960916999786,43.208960916999786,43.8290218330003,b,1,0.6115175829982036,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,red,C,r,37,1,9,r,1,0.5482048749981914,None,9,1,37,0,43.83724295799766,,,,,43.831271874994854,43.83724295799766,44.32542504199955,44.32542504199955,44.32542504199955,44.87868129200069,r,1,0.5482048749981914,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
BLUE,red,I,r,38,2,9,r,1,1.0900131249945844,None,9,2,38,2,44.88690533299814,,,,,44.880866332998266,44.88690533299814,45.37545329199929,45.37545329199929,45.37545329199929,46.46883587499906,r,1,1.0900131249945844,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
RED,blue,I,b,39,3,9,b,1,0.626489042006142,None,9,3,39,1,46.47903770799894,,,,,46.47126995799772,46.47903770799894,46.966774624997925,46.966774624997925,46.966774624997925,47.595825958000205,b,1,0.626489042006142,None,,,,,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.59595270799764,47.60293941699638,48.59860670800117,48.59527829199942,P2,001,2025-08-23_18h28.03.556,stroop effect,,2025.1.1,None,2025-08-23 18h28.14.961827 +0530,
