thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
24,0,24,[np.float64(0.2544444444444444)],[np.float64(0.07222222222222222)],[1],[0],[0],[1.6219672500010347],['target'],24,0,24,0,51.251329250007984,,10,51.23700825001288,51.251329250007984,51.251329250007984,0.02705483400495723,52.859024458011845,[np.float64(0.2544444444444444)],[np.float64(0.07222222222222222)],[1],[0],[0],[1.6219672500010347],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
25,0,25,[np.float64(-0.40555555555555556)],[np.float64(-0.04555555555555556)],[1],[0],[0],[1.7214352910086745],['target'],25,0,25,0,52.88257654100016,,5,52.87186370800191,52.88257654100016,52.88257654100016,0.012669874995481223,54.593377500001225,[np.float64(-0.40555555555555556)],[np.float64(-0.04555555555555556)],[1],[0],[0],[1.7214352910086745],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
26,0,26,[np.float64(0.37444444444444447)],[np.float64(-0.10888888888888888)],[1],[0],[0],[2.1007876660005422],['target'],26,0,26,0,54.619257833008305,,5,54.60855704100686,54.619257833008305,54.619257833008305,0.014976582999224775,56.70942058300716,[np.float64(0.37444444444444447)],[np.float64(-0.10888888888888888)],[1],[0],[0],[2.1007876660005422],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
27,0,27,[np.float64(0.16111111111111112)],[np.float64(-0.4122222222222222)],[1],[0],[0],[2.451662583000143],['target'],27,0,27,0,56.73627704101091,,5,56.725069291002,56.73627704101091,56.73627704101091,0.015447334008058533,59.17680525001197,[np.float64(0.16111111111111112)],[np.float64(-0.4122222222222222)],[1],[0],[0],[2.451662583000143],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
28,0,28,[np.float64(-0.23222222222222222)],[np.float64(-0.30333333333333334)],[1],[0],[0],[2.4696877089882037],['target'],28,0,28,0,59.220639000006486,,10,59.2061457910022,59.220639000006486,59.220639000006486,0.029140250000637025,61.67588208300003,[np.float64(-0.23222222222222222)],[np.float64(-0.30333333333333334)],[1],[0],[0],[2.4696877089882037],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
29,0,29,[np.float64(-0.17)],[np.float64(0.14666666666666667)],[1],[0],[0],[2.1225802919943817],['target'],29,0,29,0,61.69792762500583,,5,61.6879579580127,61.69792762500583,61.69792762500583,0.01190383400535211,63.810611916007474,[np.float64(-0.17)],[np.float64(0.14666666666666667)],[1],[0],[0],[2.1225802919943817],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
30,0,30,[np.float64(-0.3488888888888889)],[np.float64(0.23555555555555555)],[1],[0],[0],[1.5492420000082348],['target'],30,0,30,0,63.837894625001354,,5,63.82654541601369,63.837894625001354,63.837894625001354,0.015731916995719075,65.37584925000556,[np.float64(-0.3488888888888889)],[np.float64(0.23555555555555555)],[1],[0],[0],[1.5492420000082348],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
31,0,31,[np.float64(0.4633333333333333)],[np.float64(-0.2811111111111111)],[1],[0],[0],[2.839761750001344],['target'],31,0,31,0,65.41588766600762,,10,65.40274741601024,65.41588766600762,65.41588766600762,0.026699374997406267,68.24255579100281,[np.float64(0.4633333333333333)],[np.float64(-0.2811111111111111)],[1],[0],[0],[2.839761750001344],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
32,0,32,[np.float64(0.15333333333333332)],[np.float64(0.3988888888888889)],[1],[0],[0],[2.8708672920038225],['target'],32,0,32,0,68.26595833300962,,5,68.25543370800733,68.26595833300962,68.26595833300962,0.012707542002317496,71.12638366600731,[np.float64(0.15333333333333332)],[np.float64(0.3988888888888889)],[1],[0],[0],[2.8708672920038225],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
33,0,33,[np.float64(-0.21222222222222223)],[np.float64(0.2922222222222222)],[1],[0],[0],[1.5851643339992734],['target'],33,0,33,0,71.15341933300078,,5,71.14223291601229,71.15341933300078,71.15341933300078,0.015644749990315177,72.72746933301096,[np.float64(-0.21222222222222223)],[np.float64(0.2922222222222222)],[1],[0],[0],[1.5851643339992734],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
34,0,34,[np.float64(0.18333333333333332)],[np.float64(-0.40444444444444444)],[1],[0],[0],[2.6693983750010375],['target'],34,0,34,0,72.77072720800061,,10,72.75648483300756,72.77072720800061,72.77072720800061,0.028816374993766658,75.42592450001393,[np.float64(0.18333333333333332)],[np.float64(-0.40444444444444444)],[1],[0],[0],[2.6693983750010375],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
35,0,35,[np.float64(-0.03333333333333333)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.8722762499965029],['target'],35,0,35,0,75.44716091601003,,5,75.43719087500358,75.44716091601003,75.44716091601003,0.011115458008134738,77.30954720800219,[np.float64(-0.03333333333333333)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.8722762499965029],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
36,0,36,[np.float64(-0.4066666666666667)],[np.float64(0.3711111111111111)],[1],[0],[0],[2.4023626249982044],['target'],36,0,36,0,77.3353832080029,,5,77.32412195800862,77.3353832080029,77.3353832080029,0.014410999996471219,79.72655408301216,[np.float64(-0.4066666666666667)],[np.float64(0.3711111111111111)],[1],[0],[0],[2.4023626249982044],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
37,0,37,[np.float64(-0.2111111111111111)],[np.float64(-0.25222222222222224)],[1],[0],[0],[1.9390153330023168],['target'],37,0,37,0,79.76831954100635,,10,79.75462929101195,79.76831954100635,79.76831954100635,0.027875540996319614,81.69369404100871,[np.float64(-0.2111111111111111)],[np.float64(-0.25222222222222224)],[1],[0],[0],[1.9390153330023168],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
38,0,38,[np.float64(-0.0044444444444444444)],[np.float64(0.3377777777777778)],[1],[0],[0],[2.1756180000083987],['target'],38,0,38,0,81.72937466601434,,10,81.71733954100637,81.72937466601434,81.72937466601434,0.023471249995054677,83.89300800001365,[np.float64(-0.0044444444444444444)],[np.float64(0.3377777777777778)],[1],[0],[0],[2.1756180000083987],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
39,0,39,[np.float64(0.035555555555555556)],[np.float64(0.36777777777777776)],[1],[0],[0],[1.2943468750017928],['target'],39,0,39,0,83.92800633300794,,10,83.91550845801248,83.92800633300794,83.92800633300794,0.022325209007249214,85.20990587500273,[np.float64(0.035555555555555556)],[np.float64(0.36777777777777776)],[1],[0],[0],[1.2943468750017928],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
40,0,40,[np.float64(-0.4888888888888889)],[np.float64(-0.25)],[1],[0],[0],[2.5550269579980522],['target'],40,0,40,0,85.23257954101427,,5,85.22210120801174,85.23257954101427,85.23257954101427,0.01201933300762903,87.77719929101295,[np.float64(-0.4888888888888889)],[np.float64(-0.25)],[1],[0],[0],[2.5550269579980522],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
41,0,41,[np.float64(-0.33111111111111113)],[np.float64(0.2777777777777778)],[1],[0],[0],[2.117169125005603],['target'],41,0,41,0,87.80379600000742,,5,87.79310829100723,87.80379600000742,87.80379600000742,0.015707624988863245,89.91034741600743,[np.float64(-0.33111111111111113)],[np.float64(0.2777777777777778)],[1],[0],[0],[2.117169125005603],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
42,0,42,[np.float64(-0.05333333333333334)],[np.float64(0.2544444444444444)],[1],[0],[0],[1.8535123330075294],['target'],42,0,42,0,89.95355433301302,,10,89.93942375000915,89.95355433301302,89.95355433301302,0.028878791999886744,91.79298508301144,[np.float64(-0.05333333333333334)],[np.float64(0.2544444444444444)],[1],[0],[0],[1.8535123330075294],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
43,0,43,[np.float64(0.08666666666666667)],[np.float64(0.4622222222222222)],[1],[0],[0],[1.6210816249949858],['target'],43,0,43,0,91.81601679101004,,5,91.80565870800638,91.81601679101004,91.81601679101004,0.012473583003156818,93.42679891601438,[np.float64(0.08666666666666667)],[np.float64(0.4622222222222222)],[1],[0],[0],[1.6210816249949858],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
44,0,44,[np.float64(-0.41333333333333333)],[np.float64(0.1622222222222222)],[1],[0],[0],[2.451878874999238],['target'],44,0,44,0,93.45281637500739,,5,93.44153958300012,93.45281637500739,93.45281637500739,0.014573666994692758,95.89348883301136,[np.float64(-0.41333333333333333)],[np.float64(0.1622222222222222)],[1],[0],[0],[2.451878874999238],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
45,0,45,[np.float64(-0.35777777777777775)],[np.float64(-0.4011111111111111)],[1],[0],[0],[1.3193114579917165],['target'],45,0,45,0,95.93703933300276,,10,95.92321587500919,95.93703933300276,95.93703933300276,0.029522750002797693,97.24257787500392,[np.float64(-0.35777777777777775)],[np.float64(-0.4011111111111111)],[1],[0],[0],[1.3193114579917165],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
46,0,46,[np.float64(0.32)],[np.float64(-0.19666666666666666)],[1],[0],[0],[3.0123689169995487],['target'],46,0,46,0,97.27734862500802,,10,97.26501916600682,97.27734862500802,97.27734862500802,0.022266165993642062,100.27744054100185,[np.float64(0.32)],[np.float64(-0.19666666666666666)],[1],[0],[0],[3.0123689169995487],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
47,0,47,[np.float64(-0.21777777777777776)],[np.float64(0.3466666666666667)],[1],[0],[0],[2.3763167500001146],['target'],47,0,47,0,100.31392591600888,,10,100.30050691601355,100.31392591600888,100.31392591600888,0.022889166997629218,102.67687375000969,[np.float64(-0.21777777777777776)],[np.float64(0.3466666666666667)],[1],[0],[0],[2.3763167500001146],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
48,0,48,[np.float64(-0.4666666666666667)],[np.float64(-0.48)],[1],[0],[0],[2.8099806670070393],['target'],48,0,48,0,102.71202691600774,,10,102.69991379100247,102.71202691600774,102.71202691600774,0.022868000000016764,105.5099492080044,[np.float64(-0.4666666666666667)],[np.float64(-0.48)],[1],[0],[0],[2.8099806670070393],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
49,0,49,[np.float64(-0.015555555555555555)],[np.float64(0.42444444444444446)],[1],[0],[0],[2.9715348750032717],['target'],49,0,49,0,105.53252741601318,,5,105.52229125000304,105.53252741601318,105.53252741601318,0.01217000000178814,108.49389804100792,[np.float64(-0.015555555555555555)],[np.float64(0.42444444444444446)],[1],[0],[0],[2.9715348750032717],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
50,0,50,[np.float64(-0.16333333333333333)],[np.float64(-0.34555555555555556)],[1],[0],[0],[2.352164540992817],['target'],50,0,50,0,108.53771087501082,,10,108.52376654100954,108.53771087501082,108.53771087501082,0.029664583009434864,110.87597808300052,[np.float64(-0.16333333333333333)],[np.float64(-0.34555555555555556)],[1],[0],[0],[2.352164540992817],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
51,0,51,[np.float64(0.10444444444444445)],[np.float64(-0.10222222222222223)],[1],[0],[0],[1.9876422910019755],['target'],51,0,51,0,110.89864945800218,,5,110.88856858300278,110.89864945800218,110.89864945800218,0.01242100000672508,112.87626912500127,[np.float64(0.10444444444444445)],[np.float64(-0.10222222222222223)],[1],[0],[0],[1.9876422910019755],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
52,0,52,[np.float64(-0.3211111111111111)],[np.float64(-0.42444444444444446)],[1],[0],[0],[2.0077837919961894],['target'],52,0,52,0,112.89592620800249,,5,112.88649454100232,112.89592620800249,112.89592620800249,0.010112083007697947,114.8943944160128,[np.float64(-0.3211111111111111)],[np.float64(-0.42444444444444446)],[1],[0],[0],[2.0077837919961894],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
53,0,53,[np.float64(0.20333333333333334)],[np.float64(-0.3088888888888889)],[1],[0],[0],[1.7470485000085318],['target'],53,0,53,0,114.9217565410072,,5,114.91110754100373,114.9217565410072,114.9217565410072,0.016492083988850936,116.65818825000315,[np.float64(0.20333333333333334)],[np.float64(-0.3088888888888889)],[1],[0],[0],[1.7470485000085318],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
