thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
54,0,54,[np.float64(-0.3477777777777778)],[np.float64(0.35)],[1],[0],[0],[2.749066666001454],['target'],54,0,54,0,116.68987741600722,,10,116.67733633301395,116.68987741600722,116.68987741600722,0.019041167004616,119.42645845800871,[np.float64(-0.3477777777777778)],[np.float64(0.35)],[1],[0],[0],[2.749066666001454],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
55,0,55,[np.float64(-0.40444444444444444)],[np.float64(-0.3322222222222222)],[1],[0],[0],[1.8551606670080218],['target'],55,0,55,0,119.44985754101072,,5,119.43909954100673,119.44985754101072,119.44985754101072,0.012470874993596226,121.29433950000384,[np.float64(-0.40444444444444444)],[np.float64(-0.3322222222222222)],[1],[0],[0],[1.8551606670080218],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
56,0,56,[np.float64(0.21222222222222223)],[np.float64(0.10222222222222223)],[1],[0],[0],[1.5991502500110073],['target'],56,0,56,0,121.32274366600905,,5,121.31158345800941,121.32274366600905,121.32274366600905,0.017035249999025837,122.91080016600608,[np.float64(0.21222222222222223)],[np.float64(0.10222222222222223)],[1],[0],[0],[1.5991502500110073],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
57,0,57,[np.float64(0.2688888888888889)],[np.float64(0.22444444444444445)],[1],[0],[0],[1.4676575420016889],['target'],57,0,57,0,122.93719179100299,,5,122.9265212080063,122.93719179100299,122.93719179100299,0.015523166002822109,124.39424729101302,[np.float64(0.2688888888888889)],[np.float64(0.22444444444444445)],[1],[0],[0],[1.4676575420016889],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
58,0,58,[np.float64(0.35888888888888887)],[np.float64(-0.07777777777777778)],[1],[0],[0],[2.1669067079928936],['target'],58,0,58,0,124.42329350000364,,5,124.41147358300805,124.42329350000364,124.42329350000364,0.017027083013090305,126.57844633300556,[np.float64(0.35888888888888887)],[np.float64(-0.07777777777777778)],[1],[0],[0],[2.1669067079928936],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
59,0,59,[np.float64(-0.3388888888888889)],[np.float64(0.21222222222222223)],[1],[0],[0],[2.6183860000019195],['target'],59,0,59,0,126.62281670801167,,10,126.60887679101143,126.62281670801167,126.62281670801167,0.030232000004616566,129.22728254100366,[np.float64(-0.3388888888888889)],[np.float64(0.21222222222222223)],[1],[0],[0],[2.6183860000019195],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
60,0,60,[np.float64(-0.23777777777777778)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.3586187079927186],['target'],60,0,60,0,129.2634078750125,,10,129.2511325830128,129.2634078750125,129.2634078750125,0.023680750004132278,130.60980391601333,[np.float64(-0.23777777777777778)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.3586187079927186],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
61,0,61,[np.float64(0.2111111111111111)],[np.float64(0.29777777777777775)],[1],[0],[0],[1.7059348749899073],['target'],61,0,61,0,130.63318795801024,,5,130.6226928330143,130.63318795801024,130.63318795801024,0.012719750011456199,132.32870995800477,[np.float64(0.2111111111111111)],[np.float64(0.29777777777777775)],[1],[0],[0],[1.7059348749899073],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
62,0,62,[np.float64(-0.043333333333333335)],[np.float64(0.4955555555555556)],[1],[0],[0],[1.8035410419979598],['target'],62,0,62,0,132.3576353330136,,5,132.3459263750119,132.3576353330136,132.3576353330136,0.017022499989252537,134.1495461660088,[np.float64(-0.043333333333333335)],[np.float64(0.4955555555555556)],[1],[0],[0],[1.8035410419979598],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
63,0,63,[np.float64(0.30777777777777776)],[np.float64(0.4766666666666667)],[1],[0],[0],[2.053796416003024],['target'],63,0,63,0,134.18966529100726,,10,134.1761658750038,134.18966529100726,134.18966529100726,0.026423250004881993,136.23002250000718,[np.float64(0.30777777777777776)],[np.float64(0.4766666666666667)],[1],[0],[0],[2.053796416003024],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
64,0,64,[np.float64(0.4822222222222222)],[np.float64(-0.4211111111111111)],[1],[0],[0],[2.98541141700116],['target'],64,0,64,0,136.25255766601185,,5,136.2425184580061,136.25255766601185,136.25255766601185,0.012326916999882087,139.2280082500074,[np.float64(0.4822222222222222)],[np.float64(-0.4211111111111111)],[1],[0],[0],[2.98541141700116],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
65,0,65,[np.float64(-0.03666666666666667)],[np.float64(0.3188888888888889)],[1],[0],[0],[2.3153903750062454],['target'],65,0,65,0,139.25713162501052,,5,139.24546000000555,139.25713162501052,139.25713162501052,0.01725191599689424,141.56091891600227,[np.float64(-0.03666666666666667)],[np.float64(0.3188888888888889)],[1],[0],[0],[2.3153903750062454],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
66,0,66,[np.float64(-0.2011111111111111)],[np.float64(-0.15444444444444444)],[1],[0],[0],[1.838654665989452],['target'],66,0,66,0,141.60067150001123,,10,141.5878069580067,141.60067150001123,141.60067150001123,0.0266904589952901,143.42652091600758,[np.float64(-0.2011111111111111)],[np.float64(-0.15444444444444444)],[1],[0],[0],[1.838654665989452],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
67,0,67,[np.float64(0.3611111111111111)],[np.float64(-0.15777777777777777)],[1],[0],[0],[2.062196958999266],['target'],67,0,67,0,143.4599887910008,,10,143.44822454100358,143.4599887910008,143.4599887910008,0.0215477089950582,145.51047408301383,[np.float64(0.3611111111111111)],[np.float64(-0.15777777777777777)],[1],[0],[0],[2.062196958999266],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
68,0,68,[np.float64(-0.3488888888888889)],[np.float64(0.06222222222222222)],[1],[0],[0],[2.8601855839951895],['target'],68,0,68,0,145.54570250000688,,10,145.53332795800816,145.54570250000688,145.54570250000688,0.022680000009131618,148.39356183301425,[np.float64(-0.3488888888888889)],[np.float64(0.06222222222222222)],[1],[0],[0],[2.8601855839951895],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
69,0,69,[np.float64(0.25222222222222224)],[np.float64(-0.44)],[1],[0],[0],[1.9225848330097506],['target'],69,0,69,0,148.4153802080109,,5,148.40525837500172,148.4153802080109,148.4153802080109,0.011529124996741302,150.3279093750025,[np.float64(0.25222222222222224)],[np.float64(-0.44)],[1],[0],[0],[1.9225848330097506],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
70,0,70,[np.float64(0.38333333333333336)],[np.float64(0.36333333333333334)],[1],[0],[0],[3.1060950829996727],['target'],70,0,70,0,150.3675855830079,,10,150.35423712500778,150.3675855830079,150.3675855830079,0.026167042000452057,153.4603767080116,[np.float64(0.38333333333333336)],[np.float64(0.36333333333333334)],[1],[0],[0],[3.1060950829996727],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
71,0,71,[np.float64(-0.39222222222222225)],[np.float64(0.20777777777777778)],[1],[0],[0],[2.493822167001781],['target'],71,0,71,0,153.4951658330101,,10,153.482944125004,153.4951658330101,153.4951658330101,0.02239562499744352,155.97681779100094,[np.float64(-0.39222222222222225)],[np.float64(0.20777777777777778)],[1],[0],[0],[2.493822167001781],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
72,0,72,[np.float64(-0.20444444444444446)],[np.float64(-0.27555555555555555)],[1],[0],[0],[2.0613258329976816],['target'],72,0,72,0,156.0113322080142,,10,155.99913037501392,156.0113322080142,156.0113322080142,0.02212795898958575,158.06050362500537,[np.float64(-0.20444444444444446)],[np.float64(-0.27555555555555555)],[1],[0],[0],[2.0613258329976816],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
73,0,73,[np.float64(-0.2633333333333333)],[np.float64(-0.16333333333333333)],[1],[0],[0],[1.1098972910112934],['target'],73,0,73,0,158.09641316600027,,10,158.08345770800952,158.09641316600027,158.09641316600027,0.02278216699778568,159.19340725000075,[np.float64(-0.2633333333333333)],[np.float64(-0.16333333333333333)],[1],[0],[0],[1.1098972910112934],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
74,0,74,[np.float64(-0.01888888888888889)],[np.float64(-0.3)],[1],[0],[0],[1.6959392090066103],['target'],74,0,74,0,159.22599612500926,,10,159.21395300001313,159.22599612500926,159.22599612500926,0.020372749990201555,160.90994766600488,[np.float64(-0.01888888888888889)],[np.float64(-0.3)],[1],[0],[0],[1.6959392090066103],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
75,0,75,[np.float64(0.32)],[np.float64(-0.26)],[1],[0],[0],[1.9725339169963263],['target'],75,0,75,0,160.93320325000968,,5,160.92246516600426,160.93320325000968,160.93320325000968,0.012327832999289967,162.89507850000518,[np.float64(0.32)],[np.float64(-0.26)],[1],[0],[0],[1.9725339169963263],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
76,0,76,[np.float64(-0.056666666666666664)],[np.float64(-0.47888888888888886)],[1],[0],[0],[1.7994182910042582],['target'],76,0,76,0,162.92369179100206,,5,162.9118922080088,162.92369179100206,162.92369179100206,0.016619749992969446,164.71138079100638,[np.float64(-0.056666666666666664)],[np.float64(-0.47888888888888886)],[1],[0],[0],[1.7994182910042582],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
77,0,77,[np.float64(-0.32)],[np.float64(-0.09888888888888889)],[1],[0],[0],[1.9202834999887273],['target'],77,0,77,0,164.753894916008,,10,164.74012887501158,164.753894916008,164.753894916008,0.028546750007080846,166.6604633750103,[np.float64(-0.32)],[np.float64(-0.09888888888888889)],[1],[0],[0],[1.9202834999887273],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
78,0,78,[np.float64(-0.41444444444444445)],[np.float64(-0.06666666666666667)],[1],[0],[0],[1.0873287499998696],['target'],78,0,78,0,166.68281412500073,,5,166.67262145801215,166.68281412500073,166.68281412500073,0.011989999999059364,167.76001216600707,[np.float64(-0.41444444444444445)],[np.float64(-0.06666666666666667)],[1],[0],[0],[1.0873287499998696],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
79,0,79,[np.float64(0.08666666666666667)],[np.float64(0.20555555555555555)],[1],[0],[0],[2.0911774999985937],['target'],79,0,79,0,167.79957537500013,,10,167.7860578330001,167.79957537500013,167.79957537500013,0.02588241700141225,169.87728245800827,[np.float64(0.08666666666666667)],[np.float64(0.20555555555555555)],[1],[0],[0],[2.0911774999985937],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
80,0,80,[np.float64(0.02)],[np.float64(-0.017777777777777778)],[1],[0],[0],[3.094224291999126],['target'],80,0,80,0,169.91237812500913,,10,169.89978400000837,169.91237812500913,169.91237812500913,0.022331915999529883,172.99405945801118,[np.float64(0.02)],[np.float64(-0.017777777777777778)],[1],[0],[0],[3.094224291999126],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
81,0,81,[np.float64(-0.4922222222222222)],[np.float64(0.4122222222222222)],[1],[0],[0],[2.1891278330003843],['target'],81,0,81,0,173.01594562501123,,5,173.00587754101434,173.01594562501123,173.01594562501123,0.011649291001958773,175.1951001250127,[np.float64(-0.4922222222222222)],[np.float64(0.4122222222222222)],[1],[0],[0],[2.1891278330003843],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
82,0,82,[np.float64(-0.01888888888888889)],[np.float64(0.03777777777777778)],[1],[0],[0],[2.36559195900918],['target'],82,0,82,0,175.22398470800545,,5,175.21257833301206,175.22398470800545,175.22398470800545,0.017269624993787147,177.57823875000759,[np.float64(-0.01888888888888889)],[np.float64(0.03777777777777778)],[1],[0],[0],[2.36559195900918],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
83,0,83,[np.float64(-0.45555555555555555)],[np.float64(0.10666666666666667)],[1],[0],[0],[1.6370830410014605],['target'],83,0,83,0,177.62052887500613,,10,177.60702620800294,177.62052887500613,177.62052887500613,0.02858204100630246,179.24415737501113,[np.float64(-0.45555555555555555)],[np.float64(0.10666666666666667)],[1],[0],[0],[1.6370830410014605],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
84,0,84,[np.float64(0.04666666666666667)],[np.float64(0.16777777777777778)],[1],[0],[0],[1.6125042920029955],['target'],84,0,84,0,179.27724341601424,,10,179.26505020800687,179.27724341601424,179.27724341601424,0.020726125003420748,180.8776003330131,[np.float64(0.04666666666666667)],[np.float64(0.16777777777777778)],[1],[0],[0],[1.6125042920029955],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
85,0,85,[np.float64(0.48777777777777775)],[np.float64(-0.36444444444444446)],[1],[0],[0],[3.5294641670043347],['target'],85,0,85,0,180.9106122910016,,10,180.898180958,180.9106122910016,180.9106122910016,0.020430249991477467,184.4276966250036,[np.float64(0.48777777777777775)],[np.float64(-0.36444444444444446)],[1],[0],[0],[3.5294641670043347],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
86,0,86,[np.float64(0.42333333333333334)],[np.float64(0.1988888888888889)],[1],[0],[0],[1.6878981669869972],['target'],86,0,86,0,184.45073100000445,,5,184.44019312500313,184.45073100000445,184.45073100000445,0.012291582999750972,186.12817337500746,[np.float64(0.42333333333333334)],[np.float64(0.1988888888888889)],[1],[0],[0],[1.6878981669869972],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
87,0,87,[np.float64(0.4711111111111111)],[np.float64(-0.4577777777777778)],[1],[0],[0],[2.585045708998223],['target'],87,0,87,0,186.1543415410124,,5,186.14311912500125,186.1543415410124,186.1543415410124,0.01474591699661687,188.72824262500217,[np.float64(0.4711111111111111)],[np.float64(-0.4577777777777778)],[1],[0],[0],[2.585045708998223],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
88,0,88,[np.float64(-0.2111111111111111)],[np.float64(0.43333333333333335)],[1],[0],[0],[2.8533870829996886],['target'],88,0,88,0,188.77123012501397,,10,188.75737941601255,188.77123012501397,188.77123012501397,0.028938750008819625,191.61081566600478,[np.float64(-0.2111111111111111)],[np.float64(0.43333333333333335)],[1],[0],[0],[2.8533870829996886],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
89,0,89,[np.float64(0.25333333333333335)],[np.float64(0.44)],[1],[0],[0],[2.2449333340045996],['target'],89,0,89,0,191.6442115830141,,10,191.6320478330017,191.6442115830141,191.6442115830141,0.0210622919985326,193.87703429101384,[np.float64(0.25333333333333335)],[np.float64(0.44)],[1],[0],[0],[2.2449333340045996],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
90,0,90,[np.float64(0.017777777777777778)],[np.float64(0.21888888888888888)],[1],[0],[0],[1.4558751670119818],['target'],90,0,90,0,193.89994483301416,,5,193.889454166012,193.89994483301416,193.89994483301416,0.01225187499949243,195.34541100000206,[np.float64(0.017777777777777778)],[np.float64(0.21888888888888888)],[1],[0],[0],[1.4558751670119818],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
91,0,91,[np.float64(0.3277777777777778)],[np.float64(-0.19333333333333333)],[1],[0],[0],[1.6493826670048293],['target'],91,0,91,0,195.37358420800592,,5,195.36219325001002,195.37358420800592,195.37358420800592,0.016590165992965922,197.0116248330014,[np.float64(0.3277777777777778)],[np.float64(-0.19333333333333333)],[1],[0],[0],[1.6493826670048293],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
92,0,92,[np.float64(-0.05555555555555555)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.5887151659990195],['target'],92,0,92,0,197.0522415410087,,10,197.03818887501257,197.0522415410087,197.0522415410087,0.026376040987088345,198.62697291601216,[np.float64(-0.05555555555555555)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.5887151659990195],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
93,0,93,[np.float64(-0.21777777777777776)],[np.float64(0.051111111111111114)],[1],[0],[0],[1.778702916999464],['target'],93,0,93,0,198.66105979100394,,10,198.64854029100388,198.66105979100394,198.66105979100394,0.021387291999417357,200.4272963750118,[np.float64(-0.21777777777777776)],[np.float64(0.051111111111111114)],[1],[0],[0],[1.778702916999464],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
94,0,94,[np.float64(0.1511111111111111)],[np.float64(-0.20555555555555555)],[1],[0],[0],[1.55577670900675],['target'],94,0,94,0,200.44902579100744,,5,200.43884304100357,200.44902579100744,200.44902579100744,0.011378042006981559,201.99470166600076,[np.float64(0.1511111111111111)],[np.float64(-0.20555555555555555)],[1],[0],[0],[1.55577670900675],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
95,0,95,[np.float64(0.47333333333333333)],[np.float64(-0.2644444444444444)],[1],[0],[0],[2.8058543340011965],['target'],95,0,95,0,202.0365532910073,,10,202.02217579100397,202.0365532910073,202.0365532910073,0.027277542001684196,204.82807629101444,[np.float64(0.47333333333333333)],[np.float64(-0.2644444444444444)],[1],[0],[0],[2.8058543340011965],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
96,0,96,[np.float64(0.1711111111111111)],[np.float64(0.22555555555555556)],[1],[0],[0],[1.5955016249936307],['target'],96,0,96,0,204.86146895801357,,10,204.84944345800614,204.86146895801357,204.86146895801357,0.02119900000980124,206.4450000830111,[np.float64(0.1711111111111111)],[np.float64(0.22555555555555556)],[1],[0],[0],[1.5955016249936307],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
97,0,97,[np.float64(-0.20666666666666667)],[np.float64(0.23)],[1],[0],[0],[1.8606982919882284],['target'],97,0,97,0,206.4789169160067,,10,206.46646750000946,206.4789169160067,206.4789169160067,0.02128291700500995,208.32721862501057,[np.float64(-0.20666666666666667)],[np.float64(0.23)],[1],[0],[0],[1.8606982919882284],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
98,0,98,[np.float64(0.06222222222222222)],[np.float64(-0.46444444444444444)],[1],[0],[0],[2.7399512919946574],['target'],98,0,98,0,208.34931183300796,,5,208.33912629100087,208.34931183300796,208.34931183300796,0.011736792002920993,211.07915841600334,[np.float64(0.06222222222222222)],[np.float64(-0.46444444444444444)],[1],[0],[0],[2.7399512919946574],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
99,0,99,[np.float64(-0.4411111111111111)],[np.float64(-0.41)],[1],[0],[0],[1.9312384590011789],['target'],99,0,99,0,211.10812891600654,,5,211.09663879100117,211.10812891600654,211.10812891600654,0.017287541006226093,213.02794762501435,[np.float64(-0.4411111111111111)],[np.float64(-0.41)],[1],[0],[0],[1.9312384590011789],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
100,0,100,[np.float64(0.10555555555555556)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.9337424999976065],['target'],100,0,100,0,213.05587225001364,,5,213.04434600000968,213.05587225001364,213.05587225001364,0.01620408300368581,214.97815595800057,[np.float64(0.10555555555555556)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.9337424999976065],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
101,0,101,[np.float64(0.011111111111111112)],[np.float64(-0.16444444444444445)],[1],[0],[0],[1.633139207988279],['target'],101,0,101,0,215.00689479100402,,5,214.9952763330075,215.00689479100402,215.00689479100402,0.01693195800180547,216.62848062500416,[np.float64(0.011111111111111112)],[np.float64(-0.16444444444444445)],[1],[0],[0],[1.633139207988279],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
102,0,102,[np.float64(-0.35333333333333333)],[np.float64(0.4688888888888889)],[1],[0],[0],[2.9368850409955485],['target'],102,0,102,0,216.6706372910121,,10,216.65752133300703,216.6706372910121,216.6706372910121,0.028843666004831903,219.59445495800173,[np.float64(-0.35333333333333333)],[np.float64(0.4688888888888889)],[1],[0],[0],[2.9368850409955485],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
103,0,103,[np.float64(-0.39444444444444443)],[np.float64(0.24)],[1],[0],[0],[1.4056161670014262],['target'],103,0,103,0,219.61699229100486,,5,219.60664045800513,219.61699229100486,219.61699229100486,0.012017874993034638,221.0123384160106,[np.float64(-0.39444444444444443)],[np.float64(0.24)],[1],[0],[0],[1.4056161670014262],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
104,0,104,[np.float64(-0.24222222222222223)],[np.float64(-0.24444444444444444)],[1],[0],[0],[2.0854343329992844],['target'],104,0,104,0,221.0555657500081,,10,221.04166250000708,221.0555657500081,221.0555657500081,0.029117041995050386,223.12714725000842,[np.float64(-0.24222222222222223)],[np.float64(-0.24444444444444444)],[1],[0],[0],[2.0854343329992844],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
105,0,105,[np.float64(0.2911111111111111)],[np.float64(0.4722222222222222)],[1],[0],[0],[3.1115530829993077],['target'],105,0,105,0,223.16303708300984,,10,223.14996295800665,223.16303708300984,223.16303708300984,0.02264145801018458,226.2615687080106,[np.float64(0.2911111111111111)],[np.float64(0.4722222222222222)],[1],[0],[0],[3.1115530829993077],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
106,0,106,[np.float64(0.4811111111111111)],[np.float64(0.1622222222222222)],[1],[0],[0],[2.2127258330001496],['target'],106,0,106,0,226.29494445800083,,10,226.2824784580007,226.29494445800083,226.29494445800083,0.02073812499293126,228.49527070800832,[np.float64(0.4811111111111111)],[np.float64(0.1622222222222222)],[1],[0],[0],[2.2127258330001496],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
107,0,107,[np.float64(-0.43777777777777777)],[np.float64(0.20222222222222222)],[1],[0],[0],[2.508176250004908],['target'],107,0,107,0,228.53181625000434,,10,228.51892025000416,228.53181625000434,228.53181625000434,0.023448334002750926,231.02715237501252,[np.float64(-0.43777777777777777)],[np.float64(0.20222222222222222)],[1],[0],[0],[2.508176250004908],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
108,0,108,[np.float64(-0.2544444444444444)],[np.float64(0.10111111111111111)],[1],[0],[0],[1.573639207999804],['target'],108,0,108,0,231.04875308301416,,5,231.03878037500544,231.04875308301416,231.04875308301416,0.011458500011940487,232.61250100001052,[np.float64(-0.2544444444444444)],[np.float64(0.10111111111111111)],[1],[0],[0],[1.573639207999804],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
109,0,109,[np.float64(-0.30666666666666664)],[np.float64(-0.43444444444444447)],[1],[0],[0],[2.0860897499951534],['target'],109,0,109,0,232.65538825000112,,10,232.64130850000947,232.65538825000112,232.65538825000112,0.028608708002138883,234.72744700001203,[np.float64(-0.30666666666666664)],[np.float64(-0.43444444444444447)],[1],[0],[0],[2.0860897499951534],['target'],P3,001,2025-09-30_15h48.15.179,VisualSearch_NupurShah,,2025.1.1,119.93020110369496,2025-09-30 15h48.29.379793 +0530,
