study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
phone,12,12,0,1.1244444444444444,0.6981615829863586,,,,,,,,,,,,0,12,12,2,,,,,12.675147499976447,,12.66650949997711,12.675147499976447,12.675147499976447,13.381142333993921,1.1244444444444444,0.6981615829863586,,,,,,,,,,,,,,,Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
Case,13,13,0,1.1244444444444444,0.6081613750138786,,,,,,,,,,,,0,13,13,10,,,,,13.391829458996654,,13.383169541979441,13.391829458996654,13.391829458996654,14.00073687499389,1.1244444444444444,0.6081613750138786,,,,,,,,,,,,,,,Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
Poster,14,14,0,1.1244444444444444,0.6045926249935292,,,,,,,,,,,,0,14,14,14,,,,,14.012926458992297,,14.00297266698908,14.012926458992297,14.012926458992297,14.61675929199555,1.1244444444444444,0.6045926249935292,,,,,,,,,,,,,,,Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,0,0,0,,,_a_bl_,Marble,old,,[np.float64(-0.4688888888888889)],[np.float64(-0.3011111111111111)],[1],[0],[0],[6.191621167003177],[None],,,,,0,0,0,11,14.639230208995286,,,,,,,,14.62699216697365,14.639230208995286,14.639230208995286,14.639230208995286,0.01021833301638253,24.62425437499769,,[np.float64(-0.4688888888888889)],[np.float64(-0.3011111111111111)],[1],[0],[0],[6.191621167003177],[None],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,1,1,0,,,_ou_e,mouse,old,mouse,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.863378334004665],['text_3'],,,,,0,1,1,3,24.63827825000044,,,,,,,,24.626972999976715,24.63827825000044,24.63827825000044,24.63827825000044,0.010201916011283174,27.490568374982104,mouse,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.863378334004665],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,2,2,0,,,K_y_,Keys,old,keys,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.8555357090081088],['text_3'],,,,,0,2,2,8,27.502548458985984,,,,,,,,27.492745208990527,27.502548458985984,27.502548458985984,27.502548458985984,0.00207537499954924,29.348503541987156,keys,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.8555357090081088],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,3,3,0,,,_ha_t,Chart,old,chart,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.463924208015669],['text_3'],,,,,0,3,3,1,29.364187333994778,,,,,,,,29.351327124983072,29.364187333994778,29.364187333994778,29.364187333994778,0.0026985419972334057,31.815510916989297,chart,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.463924208015669],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,4,4,0,,,_ho_e,Phone,old,chore,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[3.707897749991389],['text_3'],,,,,0,4,4,12,31.830728249973617,,,,,,,,31.818167416990036,31.830728249973617,31.830728249973617,31.830728249973617,0.002521040994906798,35.52631229200051,chore,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[3.707897749991389],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,5,5,0,,,_ru_s_,Cruise,old,cruise,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.146421666984679],['text_3'],,,,,0,5,5,6,35.54153720897739,,,,,,,,35.52919249999104,35.54153720897739,35.54153720897739,35.54153720897739,0.0027569999801926315,39.67591012499179,cruise,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.146421666984679],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,6,6,0,,,c_s_,Case,old,case,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.619718916976126],['text_3'],,,,,0,6,6,5,39.6917624999769,,,,,,,,39.67876566699124,39.6917624999769,39.6917624999769,39.6917624999769,0.0026833750016521662,41.29873720899923,case,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.619718916976126],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,7,7,0,,,ta_l_,Table,new,table,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.3378546249878127],['text_3'],,,,,0,7,7,15,41.31407462499919,,,,,,,,41.301455624983646,41.31407462499919,41.31407462499919,41.31407462499919,0.002597790997242555,43.63953474999289,table,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.3378546249878127],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,8,8,0,,,p_nc_l,Pencil,new,pencil,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.232206708024023],['text_3'],,,,,0,8,8,16,43.65242595897871,,,,,,,,43.641927124990616,43.65242595897871,43.65242595897871,43.65242595897871,0.002282958012074232,45.87436262497795,pencil,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.232206708024023],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,9,9,0,,,c_s_io_,Cushion,old,cushion,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.7224811670021154],['text_3'],,,,,0,9,9,14,45.88685149999219,,,,,,,,45.87689899999532,45.88685149999219,45.88685149999219,45.88685149999219,0.002423917001578957,48.59968120898702,cushion,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.7224811670021154],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,10,10,0,,,P_s_r_,Pastry,old,pastry,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.469901958014816],['text_3'],,,,,0,10,10,4,48.61613766697701,,,,,,,,48.60279508397798,48.61613766697701,48.61613766697701,48.61613766697701,0.0029476250056177378,53.07297291699797,pastry,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.469901958014816],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,11,11,0,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.3247082919988316],['text_3'],,,,,0,11,11,2,53.08571687497897,,,,,,,,53.07545824997942,53.08571687497897,53.08571687497897,53.08571687497897,0.0023746659862808883,57.40041958398069,tshirt,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[4.3247082919988316],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,12,12,0,,,bo_t_e,Bottle,new,bottle,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.606948208005633],['text_3'],,,,,0,12,12,18,57.41460137499962,,,,,,,,57.40298562499811,57.41460137499962,57.41460137499962,57.41460137499962,0.0024547089997213334,60.01024854197749,bottle,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.606948208005633],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,13,13,0,,,P_st_r,Poster,old,poster,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.345502416981617],['text_3'],,,,,0,13,13,9,60.02634004197898,,,,,,,,60.01398387498921,60.02634004197898,60.02634004197898,60.02634004197898,0.00357408300624229,62.359813208982814,poster,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.345502416981617],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,14,14,0,,,v_s_,Vase,new,vase,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.8850447089935187],['text_3'],,,,,0,14,14,17,62.376805374980904,,,,,,,,62.36368866698467,62.376805374980904,62.376805374980904,62.376805374980904,0.003751040989300236,64.2490582499886,vase,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.8850447089935187],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,15,15,0,,,l_pt_p,Laptop,old,laptop,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.5820993750239722],['text_3'],,,,,0,15,15,0,64.26560187499854,,,,,,,,64.25224733399227,64.26560187499854,64.26560187499854,64.26560187499854,0.00305820899666287,66.83463816699805,laptop,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.5820993750239722],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,16,16,0,,,P_li_e,Police,old,police,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.303076291020261],['text_3'],,,,,0,16,16,7,66.84856004198082,,,,,,,,66.8371677499963,66.84856004198082,66.84856004198082,66.84856004198082,0.00241929100593552,69.14052987497416,police,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.303076291020261],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,17,17,0,,,_oo_,Book,old,book,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.9825378329842351],['text_3'],,,,,0,17,17,13,69.15335862498614,,,,,,,,69.14285291699343,69.15335862498614,69.15335862498614,69.15335862498614,0.0021943330066278577,71.12566045898711,book,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.9825378329842351],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,18,18,0,,,_o_rd,Board,old,chord,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.28805483301403],['text_3'],,,,,0,18,18,10,71.13891049998347,,,,,,,,71.12814679197618,71.13891049998347,71.13891049998347,71.13891049998347,0.002376916992943734,73.41654195898445,chord,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[2.28805483301403],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
,19,19,0,,,c_m_ra,Camera,new,camera,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[3.8037781250022817],['text_3'],,,,,0,19,19,19,73.4335828339972,,,,,,,,73.41971016698517,73.4335828339972,73.4335828339972,73.4335828339972,0.0030039160046726465,77.22380941698793,camera,[np.float64(0.058888888888888886)],[np.float64(-0.3111111111111111)],[1],[0],[0],[3.8037781250022817],['text_3'],Participant4,001,2025-10-16_10h58.09.327,WordPriming_NupurShah,,2025.1.1,120.21669056932754,2025-10-16 10h58.25.684626 +0530,
