delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials_2.key_resp.keys,trials_2.key_resp.rt,trials_2.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials_2.textbox.text,trials_2.button.numClicks,trials_2.button.timesOn,trials_2.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.1,1000,exp,11,11,0,space,0.7628117079730146,None,100,1,[1.9854046249529347],[1.9854097499628551],0,11,11,9,85.78517820802517,,85.7798076250474,85.78517820802517,86.77627525001299,86.77627525001299,86.77627525001299,87.54394791601226,space,0.7628117079730146,None,87.54536112502683,87.65216245770377,87.95991120801773,87.94159962504636,87.94389670802047,87.95991120801773,87.95991120801773,87.95991120801773,89.94561420800164,100,1,[1.9854046249529347],[1.9854097499628551],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,400,unexp,12,0,1,space,0.5199982909834944,None,400,1,[2.094945166958496],[2.0949504589661956],1,0,12,0,89.95133883302333,,89.9458307500463,89.95133883302333,90.94223229103955,90.94223229103955,90.94223229103955,91.47154437500285,space,0.5199982909834944,None,91.47333341604099,91.57513399969709,91.88369966601022,91.86507562501356,91.8667207499966,91.88369966601022,91.88369966601022,91.88369966601022,93.97896691603819,400,1,[2.094945166958496],[2.0949504589661956],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,1000,exp,13,1,1,space,0.9478364160167985,None,500,1,[9.837850625044666],[9.837857083010022],1,1,13,9,93.98477937502321,,93.97918150003534,93.98477937502321,94.97529775003204,94.97529775003204,94.97529775003204,95.92709000001196,space,0.9478364160167985,None,95.92848520801635,96.02851274970841,96.34111195802689,96.32438737503253,96.32617625000421,96.34111195802689,96.34111195802689,96.34111195802689,106.17926429101499,500,1,[9.837850625044666],[9.837857083010022],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.7,1000,exp,14,2,1,space,1.1860464159981348,None,700,1,[1.9698898330098018],[1.9698950829915702],1,2,14,8,106.18553670804249,,106.17949212499661,106.18553670804249,107.17613858304685,107.17613858304685,107.17613858304685,108.37147266604006,space,1.1860464159981348,None,108.3728241660283,109.07601058268143,109.38285241601989,109.3656235410017,109.3671118330094,109.38285241601989,109.38285241601989,109.38285241601989,111.35302500001853,700,1,[1.9698898330098018],[1.9698950829915702],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,1000,exp,15,3,1,space,0.8798476239899173,None,100,1,[1.7859039169852622],[1.7859096669708379],1,3,15,3,111.35813391604461,,111.35322529100813,111.35813391604461,112.34343954100041,112.34343954100041,112.35271858301712,113.22807675000513,space,0.8798476239899173,None,113.22970075003104,113.33672983269595,113.64245333301369,113.62504204100696,113.62669116602046,113.64245333301369,113.64245333301369,113.64245333301369,115.42865733301733,100,1,[1.7859039169852622],[1.7859096669708379],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,1000,exp,16,4,1,space,0.42902970797149464,None,100,1,[1.4872325419564731],[1.4872389590018429],1,4,16,4,115.43504225002835,,115.42887191602495,115.43504225002835,116.42608624999411,116.42608624999411,116.42608624999411,116.86106212501181,space,0.42902970797149464,None,116.8624065410113,117.26977762469711,117.57538912503514,117.55880362499738,117.56060787499882,117.57538912503514,117.57538912503514,117.57538912503514,119.06292554101674,100,1,[1.4872325419564731],[1.4872389590018429],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.7,400,unexp,17,5,1,space,0.9715483330073766,None,700,1,[2.2077627920079976],[2.207768667023629],1,5,17,2,119.06850774999475,,119.0631242080126,119.06850774999475,120.05959029099904,120.05959029099904,120.05959029099904,121.03808900003787,space,0.9715483330073766,None,121.04025608301163,121.74246937467639,122.04858008300653,122.03185212501558,122.03353616601089,122.04858008300653,122.04858008300653,122.04858008300653,124.25662416603882,700,1,[2.2077627920079976],[2.207768667023629],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,1000,exp,18,6,1,space,0.9919779160409234,None,400,1,[2.868672708980739],[2.868678250000812],1,6,18,10,124.26934954099124,,124.25681820802856,124.26934954099124,125.25306379102403,125.25306379102403,125.25981679104734,126.25509466603398,space,0.9919779160409234,None,126.2565619579982,126.65995087469152,126.9678338750382,126.94905675004702,126.95071016601287,126.9678338750382,126.9678338750382,126.9678338750382,129.83678400004283,400,1,[2.868672708980739],[2.868678250000812],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.7,1000,exp,19,7,1,space,1.2292763330042362,None,100,1,[1.8127974160015583],[1.8128032910171896],1,7,19,11,129.84192325000186,,129.8369866250432,129.84192325000186,130.826898875006,130.826898875006,130.83646341599524,132.06116687500617,space,1.2292763330042362,None,132.06247470801463,132.77004879166296,133.0760233750334,133.05866420804523,133.06042008299846,133.0760233750334,133.0760233750334,133.0760233750334,134.889115708007,100,1,[1.8127974160015583],[1.8128032910171896],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,400,unexp,20,8,1,space,1.7088806659448892,None,400,1,[2.1050520410062745],[2.105057166016195],1,8,20,1,134.89427120803157,,134.88930999999866,134.89427120803157,135.88604083302198,135.88604083302198,135.88604083302198,137.60494004102657,space,1.7088806659448892,None,137.60645254101837,138.00939704169676,138.31482525001047,138.29844204103574,138.30028000002494,138.31482525001047,138.31482525001047,138.31482525001047,140.4201925410307,400,1,[2.1050520410062745],[2.105057166016195],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,1000,exp,21,9,1,space,0.823479957995005,None,100,1,[2.410026583005674],[2.410032667045016],1,9,21,6,140.42526629101485,,140.4204050830449,140.42526629101485,141.4106010000105,141.4106010000105,141.41948300000513,142.23815058299806,space,0.823479957995005,None,142.23941729101352,142.3419597497016,142.64560558303492,142.6314679160132,142.63303300004918,142.64560558303492,142.64560558303492,142.64560558303492,145.05594320804812,100,1,[2.410026583005674],[2.410032667045016],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
