delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials_2.key_resp.keys,trials_2.key_resp.rt,trials_2.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials_2.textbox.text,trials_2.button.numClicks,trials_2.button.timesOn,trials_2.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.1,1000,exp,109,1,9,space,0.4382712910301052,None,100,1,[1.861683958035428],[1.8616894580191001],9,1,109,9,605.2419415000477,,605.2298379580025,605.2419415000477,606.2256700409926,606.2256700409926,606.2320600410458,606.6673236660426,space,0.4382712910301052,None,606.66877870803,606.7685918326645,607.0842420000117,607.0647856660071,607.0665921660257,607.0842420000117,607.0842420000117,607.0842420000117,608.9462136660004,100,1,[1.861683958035428],[1.8616894580191001],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.7,1000,exp,110,2,9,space,0.7755475820158608,None,100,1,[1.5070992500404827],[1.5071045419899747],9,2,110,5,608.9587446250371,,608.946400707995,608.9587446250371,609.9422606250155,609.9422606250155,609.9489365000045,610.7279069159995,space,0.7755475820158608,None,610.7294718330377,611.4326086246913,611.7385411250289,611.721268541005,611.7226476659998,611.7385411250289,611.7385411250289,611.7385411250289,613.2459335410385,100,1,[1.5070992500404827],[1.5071045419899747],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.7,1000,exp,111,3,9,space,0.47229149902705103,None,700,1,[1.874544916965533],[1.8745502089732327],9,3,111,8,613.2588283329969,,613.2461249580374,613.2588283329969,614.2425280000316,614.2425280000316,614.2493350830046,614.7169142910279,space,0.47229149902705103,None,614.7185431250255,615.4163443326872,615.721515665995,615.7039346660022,615.7053671660251,615.721515665995,615.721515665995,615.721515665995,617.596348208026,700,1,[1.874544916965533],[1.8745502089732327],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,400,unexp,112,4,9,space,1.4112568330019712,None,400,1,[2.7695626249769703],[2.769568249990698],9,4,112,0,617.6083995830268,,617.5965337500093,617.6083995830268,618.5924001660314,618.5924001660314,618.5991431660368,620.0109365830431,space,1.4112568330019712,None,620.0123606660054,620.1186483746899,620.4328732500435,620.4150334580336,620.41659329104,620.4328732500435,620.4328732500435,620.4328732500435,623.2027440830134,400,1,[2.7695626249769703],[2.769568249990698],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,1000,exp,113,5,9,space,1.1729515829938464,None,200,1,[3.179724208021071],[3.1797296660370193],9,5,113,6,623.2086499580182,,623.202933833003,623.2086499580182,624.1976508750231,624.1976508750231,624.1976508750231,625.3777229160187,space,1.1729515829938464,None,625.3793610830326,625.4815695826585,625.7890805830248,625.7712528750417,625.7726210410474,625.7890805830248,625.7890805830248,625.7890805830248,628.969101625029,200,1,[3.179724208021071],[3.1797296660370193],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,400,unexp,114,6,9,space,1.1136097080307081,None,100,1,[1.8918370829778723],[1.8918430409976281],9,6,114,1,628.974871665996,,628.969286541047,628.974871665996,629.9668942500139,629.9668942500139,629.9668942500139,631.0840009580133,space,1.1136097080307081,None,631.0853023750242,631.4832330826941,631.7898086660425,631.7713168750051,631.7730317499954,631.7898086660425,631.7898086660425,631.7898086660425,633.6819825409912,100,1,[1.8918370829778723],[1.8918430409976281],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.7,400,unexp,115,7,9,space,0.34234979102620855,None,400,1,[1.463739250029903],[1.4637443330138922],9,7,115,2,633.6931427500094,,633.6822165829944,633.6931427500094,634.6761424160213,634.6761424160213,634.6834977079998,635.0281782080419,space,0.34234979102620855,None,635.0296472909977,635.7325032496631,636.0396367910434,636.0221863750485,636.0239334580256,636.0396367910434,636.0396367910434,636.0396367910434,637.5036557909916,400,1,[1.463739250029903],[1.4637443330138922],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,1000,exp,116,8,9,space,0.7600612909882329,None,100,1,[1.505161292036064],[1.5051668329979293],9,8,116,3,637.5091348330025,,637.503843708022,637.5091348330025,638.4994825000176,638.4994825000176,638.4994825000176,639.2612160000135,space,0.7600612909882329,None,639.2628202500055,639.3665227916829,639.6707935000304,639.6545368329971,639.6559642910142,639.6707935000304,639.6707935000304,639.6707935000304,641.1762297080131,100,1,[1.505161292036064],[1.5051668329979293],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,1000,exp,117,9,9,space,0.44063720799749717,None,100,1,[1.213555583031848],[1.213560625037644],9,9,117,7,641.181127916032,,641.1764229160035,641.181127916032,642.166876458039,642.166876458039,642.1761127079953,642.6109901250456,space,0.44063720799749717,None,642.6126252910472,643.0167418326639,643.321890250023,643.304715166043,643.3060723750386,643.321890250023,643.321890250023,643.321890250023,644.5357432500459,100,1,[1.213555583031848],[1.213560625037644],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,1000,exp,118,10,9,space,0.5372237489791587,None,100,1,[1.391286541998852],[1.391292207990773],9,10,118,4,644.5418691250379,,644.5359810829978,644.5418691250379,645.5331356660463,645.5331356660463,645.5331356660463,646.0778912910027,space,0.5372237489791587,None,646.0792763330392,646.4826145826994,646.7883767909952,646.7711454160162,646.7729089999921,646.7883767909952,646.7883767909952,646.7883767909952,648.1799497500178,100,1,[1.391286541998852],[1.391292207990773],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,1000,exp,119,11,9,space,0.32850766595220193,None,100,1,[2.0759414169588126],[2.0759470419725403],9,11,119,10,648.1925100410008,,648.1801398750395,648.1925100410008,649.1759489160031,649.1759489160031,649.182772708009,649.5114736250252,space,0.32850766595220193,None,649.513214791019,649.9154931246924,650.2199767080019,650.2044650830212,650.2058324160171,650.2199767080019,650.2199767080019,650.2199767080019,652.2962243329966,100,1,[2.0759414169588126],[2.0759470419725403],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,400,unexp,120,0,10,space,1.1122764159808867,None,400,1,[2.0692997919977643],[2.069305417011492],10,0,120,0,652.3086779580335,,652.2964137500385,652.3086779580335,653.2920976250316,653.2920976250316,653.2989037910011,654.4114580409951,space,1.1122764159808867,None,654.4129373329924,654.5200545826849,654.8326647499925,654.8150902080233,654.8169093750184,654.8326647499925,654.8326647499925,654.8326647499925,656.9022439580294,400,1,[2.0692997919977643],[2.069305417011492],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,1000,exp,121,1,10,space,3.693903207022231,None,400,1,[1.889352666970808],[1.8893582499586046],10,1,121,10,656.9084792500362,,656.9024780830368,656.9084792500362,657.8993210410117,657.8993210410117,657.8993210410117,661.5946315409965,space,3.693903207022231,None,661.595999000012,662.0003737076806,662.3058674160275,662.2887056660256,662.2902990410221,662.3058674160275,662.3058674160275,662.3058674160275,664.1955202910467,400,1,[1.889352666970808],[1.8893582499586046],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.1,1000,exp,122,2,10,space,0.9371894159703515,None,100,1,[1.7260761669604108],[1.7260813329485245],10,2,122,6,664.2007350830245,,664.1957197080483,664.2007350830245,665.1931108330027,665.1931108330027,665.1931108330027,666.1351170410053,space,0.9371894159703515,None,666.1363515830017,666.2355635826864,666.5502721660305,666.5319293750217,666.5334038750152,666.5502721660305,666.5502721660305,666.5502721660305,668.2766317910282,100,1,[1.7260761669604108],[1.7260813329485245],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,400,unexp,123,3,10,space,0.48025254101958126,None,300,1,[3.464014124998357],[3.4640197079861537],10,3,123,1,668.2816440410097,,668.2768332910491,668.2816440410097,669.2668779580272,669.2668779580272,669.276371999993,669.7510050000274,space,0.48025254101958126,None,669.7523296250147,670.150285416694,670.4555686250096,670.4389499580138,670.4403567080153,670.4555686250096,670.4555686250096,670.4555686250096,673.9198667080491,300,1,[3.464014124998357],[3.4640197079861537],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
0.4,1000,exp,124,4,10,space,2.021755665948149,None,200,1,[1.7652655830024742],[1.7652707920060493],10,4,124,4,673.9258835410001,,673.9200616250164,673.9258835410001,674.9173022080213,674.9173022080213,674.9173022080213,676.9444409999996,space,2.021755665948149,None,676.9458656660281,677.350086249706,677.6545299580321,677.6378962910385,677.6395394160063,677.6545299580321,677.6545299580321,677.6545299580321,679.4200781250256,200,1,[1.7652655830024742],[1.7652707920060493],P1,001,2025-11-11_20h54.28.783,IntentionalBinding_NupurShah,,2025.1.1,120.24644457095427,2025-11-11 20h54.39.512828 +0530,
