pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,4.798716499004513,None,0,0,0,0,,,,,0.037337540998123586,,0.029851708008209243,0.037337540998123586,1.0097342079970986,1.0097342079970986,1.0097342079970986,1.0097342079970986,1.0329727080097655,1.9928068750014063,1.9928068750014063,7.032815416008816,x,1,4.798716499004513,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
150,v,1,1,0,v,1,2.165104956991854,None,0,1,1,1,,,,,7.047630415996537,,7.033091332996264,7.047630415996537,8.024852750007994,8.024852750007994,8.024852750007994,8.024852750007994,8.04048095800681,9.02514525000879,9.02514525000879,11.20126658299705,v,1,2.165104956991854,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
50,c,2,2,0,c,1,0.7455649160110625,None,0,2,2,2,,,,,11.21185616600269,,11.201943624997512,11.21185616600269,12.199741208009073,12.199741208009073,12.199741208009073,12.199741208009073,12.207369416006259,13.199751874999492,13.199751874999492,13.951474500005133,c,1,0.7455649160110625,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
-150,z,3,3,0,z,1,0.7254889989999356,None,0,3,3,3,,,,,13.962238457999774,,13.952141791000031,13.962238457999774,14.94931587499741,14.94931587499741,14.94931587499741,14.94931587499741,14.957661666005151,15.949714957998367,15.949714957998367,16.684317791005014,z,1,0.7254889989999356,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
-50,x,4,0,1,x,1,0.3192776240030071,None,1,0,4,0,,,,,16.694278625000152,,16.684835291001946,16.694278625000152,17.675539000003482,17.675539000003482,17.675539000003482,17.675539000003482,17.69088679100969,18.68312812500517,18.68312812500517,19.00804208300542,x,1,0.3192776240030071,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
150,v,5,1,1,v,1,0.27166316600050777,None,1,1,5,1,,,,,19.017642833001446,,19.008439541008556,19.017642833001446,19.999963833004585,19.999963833004585,19.999963833004585,19.999963833004585,20.016588708007475,21.008609458003775,21.008609458003775,21.284459458009223,v,1,0.27166316600050777,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
50,c,6,2,1,c,1,0.19572933300514705,None,1,2,6,2,,,,,21.29479183300282,,21.285072291007964,21.29479183300282,22.27603641600581,22.27603641600581,22.27603641600581,22.27603641600581,22.291552624999895,23.275613791003707,23.275613791003707,23.475585374995717,c,1,0.19572933300514705,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
-150,z,7,3,1,z,1,0.28438808300415985,None,1,3,7,3,,,,,23.500077625009,,23.476193416005117,23.500077625009,24.475609291010187,24.475609291010187,24.475609291010187,24.475609291010187,24.491150625006412,25.47487083300075,25.47487083300075,25.76829129100952,z,1,0.28438808300415985,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
-50,x,8,0,2,x,1,1.111249082008726,None,2,0,8,0,,,,,25.77849170799891,,25.76886920799734,25.77849170799891,26.766708249997464,26.766708249997464,26.766708249997464,26.766708249997464,26.774311333007063,27.7661865830014,27.7661865830014,28.884788666007807,x,1,1.111249082008726,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
150,v,9,1,2,v,1,0.3258847079996485,None,2,1,9,1,,,,,28.895108708005864,,28.885339333006414,28.895108708005864,29.882850583002437,29.882850583002437,29.882850583002437,29.882850583002437,29.890134041008423,30.883342415996594,30.883342415996594,31.217808665998746,v,1,0.3258847079996485,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
50,c,10,2,2,c,1,0.2739241239905823,None,2,2,10,2,,,,,31.22753770800773,,31.218482791009592,31.22753770800773,32.20911770800012,32.20911770800012,32.20911770800012,32.20911770800012,32.224299082998186,33.21631379101018,33.21631379101018,33.49207395799749,c,1,0.2739241239905823,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
-150,z,11,3,2,z,1,0.2868432910036063,None,2,3,11,3,,,,,33.50216770800762,,33.49257641599979,33.50216770800762,34.4836376660096,34.4836376660096,34.4836376660096,34.4836376660096,34.50018008300685,35.48345412500203,35.48345412500203,35.77552558299794,z,1,0.2868432910036063,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
-50,x,12,0,3,x,1,0.5528033750015311,None,3,0,12,0,,,,,35.785444082997856,,35.77605008300452,35.785444082997856,36.77561420800339,36.77561420800339,36.77561420800339,36.77561420800339,36.7830702909996,37.77460925000196,37.77460925000196,38.33495141600724,x,1,0.5528033750015311,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
150,v,13,1,3,v,1,0.748703833000036,None,3,1,13,1,,,,,38.344814458003384,,38.33546175000083,38.344814458003384,39.33319216599921,39.33319216599921,39.33319216599921,39.33319216599921,39.341363790998,40.333614999995916,40.333614999995916,41.08498325000983,v,1,0.748703833000036,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
50,c,14,2,3,c,1,0.32210187400050927,None,3,2,14,2,,,,,41.09498475000146,,41.08548708300805,41.09498475000146,42.08361837500706,42.08361837500706,42.08361837500706,42.08361837500706,42.091383291000966,43.083143041003495,43.083143041003495,43.40975204099959,c,1,0.32210187400050927,None,,,,,parti2,001,2025-10-02_15h11.06.451,MotorSequenceLearning_NupurShah,,2025.1.1,119.29573714860963,2025-10-02 15h11.40.196533 +0530,
