trialNum,validity,targetSide,cueDur_ms,SOA_ms,targetDur_ms,thisN,thisTrialN,thisRepN,response_key.keys,response_key.corr,response_key.rt,response_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instructions_text.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,trial.started,left_box.started,right_box.started,fixation.started,cue_arrow.started,left_box.stopped,right_box.stopped,fixation.stopped,target.started,cue_arrow.stopped,response_key.started,trial.stopped,trials.response_key.keys,trials.response_key.corr,trials.response_key.rt,trials.response_key.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.01176020799903199,0.02267816598759964,0.02267816598759964,28.63870962499641,space,28.259244000015315,None,,,,,,,,,,,,,,,,,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
7,valid,left,150,150,1000,0,0,0,z,1,0.14167550002457574,None,0,0,0,6,28.70877033297438,,,,,,,,,28.683796375000384,28.70877033297438,28.70877033297438,28.70877033297438,29.147114416002296,29.203431874979287,29.203431874979287,29.203431874979287,29.23946058296133,29.286712332977913,29.437315249990206,29.58145954099018,z,1,0.14167550002457574,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
90,invalid,left,150,150,1000,1,1,0,z,1,0.09470587398391217,None,0,1,1,89,29.59579708299134,,,,,,,,,29.586681540997233,29.59579708299134,29.59579708299134,29.59579708299134,30.079708249948453,30.08607820799807,30.08607820799807,30.08607820799807,30.18009516596794,30.22054270794615,30.380266874970403,30.481680832977872,z,1,0.09470587398391217,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
85,valid,left,50,150,1000,2,2,0,z,1,0.16501008300110698,None,0,2,2,84,30.508285249990877,,,,,,,,,30.485124832950532,30.508285249990877,30.508285249990877,30.508285249990877,30.979690874984954,31.003797332989052,31.003797332989052,31.003797332989052,31.080218874965794,31.019787457946222,31.180122624966316,31.34872720798012,z,1,0.16501008300110698,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
36,invalid,left,100,150,1000,3,3,0,z,1,0.09702774998731911,None,0,3,3,35,31.362196624977514,,,,,,,,,31.353057832980994,31.362196624977514,31.362196624977514,31.362196624977514,31.84677083295537,31.8530842079781,31.8530842079781,31.8530842079781,31.946511499991175,31.93693283299217,32.09704658295959,32.19857016595779,z,1,0.09702774998731911,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
51,invalid,left,50,150,1000,4,4,0,z,1,0.13112479099072516,None,0,4,4,50,32.209826082980726,,,,,,,,,32.19952516595367,32.209826082980726,32.209826082980726,32.209826082980726,32.696754374948796,32.70357349998085,32.70357349998085,32.70357349998085,32.79698862496298,32.736705415998586,32.89689733297564,33.03187808295479,z,1,0.13112479099072516,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
96,invalid,left,100,150,1000,5,5,0,z,1,0.12342633295338601,None,0,5,5,95,33.04246820794651,,,,,,,,,33.032890040951315,33.04246820794651,33.04246820794651,33.04246820794651,33.530058082949836,33.53678916598437,33.53678916598437,33.53678916598437,33.630504499946255,33.618357457977254,33.78064574999735,33.90597783296835,z,1,0.12342633295338601,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
14,valid,left,50,150,1000,6,6,0,z,1,0.0958565819892101,None,0,6,6,13,33.9178894579527,,,,,,,,,33.90912387496792,33.9178894579527,33.9178894579527,33.9178894579527,34.4038098329911,34.41374908294529,34.41374908294529,34.41374908294529,34.505079165974166,34.44732670800295,34.604195624997374,34.705324374954216,z,1,0.0958565819892101,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
63,invalid,left,100,150,1000,7,7,0,z,1,0.0031209990265779197,None,0,7,7,62,34.71718129096553,,,,,,,,,34.70898887497606,34.71718129096553,34.71718129096553,34.71718129096553,35.20580654096557,35.213329582998995,35.213329582998995,35.213329582998995,35.30424295796547,35.30424295796547,35.45385420799721,35.4653683329816,z,1,0.0031209990265779197,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
80,valid,left,100,150,1000,8,8,0,z,1,0.5476241240394302,None,0,8,8,79,35.47886524995556,,,,,,,,,35.46965466596885,35.47886524995556,35.47886524995556,35.47886524995556,35.963145832996815,35.96876533294562,35.96876533294562,35.96876533294562,36.06363099999726,36.0537387499935,36.2155095829512,36.765549000003375,z,1,0.5476241240394302,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
44,invalid,left,50,150,1000,9,9,0,z,1,0.12719883298268542,None,0,9,9,43,36.77832112496253,,,,,,,,,36.76940608298173,36.77832112496253,36.77832112496253,36.77832112496253,37.26340520795202,37.2697022499633,37.2697022499633,37.2697022499633,37.363767457951326,37.30376170796808,37.46378533297684,37.5999417079729,z,1,0.12719883298268542,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
34,valid,left,50,150,1000,10,10,0,z,1,0.08106083300663158,None,0,10,10,33,37.61269137496129,,,,,,,,,37.603668415977154,37.61269137496129,37.61269137496129,37.61269137496129,38.09657379100099,38.10218987497501,38.10218987497501,38.10218987497501,38.19710816600127,38.13693441596115,38.29697604099056,38.3814159159665,z,1,0.08106083300663158,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
93,valid,left,150,150,1000,11,11,0,z,1,0.4962701660115272,None,0,11,11,92,38.39134724996984,,,,,,,,,38.382405624957755,38.39134724996984,38.39134724996984,38.39134724996984,38.87148149998393,38.88706529099727,38.88706529099727,38.88706529099727,38.98033099999884,39.020495915960055,39.1976185409585,39.698946165968664,z,1,0.4962701660115272,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
48,valid,right,50,150,1000,12,12,0,m,1,0.2945824160124175,None,0,12,12,47,39.71268587495433,,,,,,,,,39.70313283294672,39.71268587495433,39.71268587495433,39.71268587495433,40.196544165955856,40.202854624949396,40.202854624949396,40.202854624949396,40.29705270798877,40.23689529096009,40.39735329098767,40.69886137498543,m,1,0.2945824160124175,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
16,invalid,right,50,150,1000,13,13,0,m,1,0.2168925820151344,None,0,13,13,15,40.7122461249819,,,,,,,,,40.70285237499047,40.7122461249819,40.7122461249819,40.7122461249819,41.19666924997,41.2029083329835,41.2029083329835,41.2029083329835,41.29707066598348,41.23678120796103,41.39704879099736,41.62214591598604,m,1,0.2168925820151344,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
77,invalid,right,100,150,1000,14,14,0,m,1,0.12780995800858364,None,0,14,14,76,41.63258366595255,,,,,,,,,41.622985790949315,41.63258366595255,41.63258366595255,41.63258366595255,42.120753832976334,42.130794665950816,42.130794665950816,42.130794665950816,42.22118237498216,42.22118237498216,42.37103954097256,42.5050277079572,m,1,0.12780995800858364,None,P3,001,2025-11-18_09h25.19.849,PosnerCueing_SoloProject,,2025.1.1,119.49293229048364,2025-11-18 09h25.31.453353 +0530,
