word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Blue,blue,C,b,9,1,2,b,1,0.6420979159956914,None,2,1,9,3,21.51003304200276,,,,,21.50387729200156,21.51003304200276,21.998269792005885,21.998269792005885,21.998269792005885,22.641215374998865,b,1,0.6420979159956914,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,10,2,2,r,1,0.9561381669991533,None,2,2,10,0,22.649059792005573,,,,,22.64338575000147,22.649059792005573,23.139328292003484,23.139328292003484,23.139328292003484,24.101990125003795,r,1,0.9561381669991533,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,11,3,2,b,1,1.4761202500012587,None,2,3,11,1,24.108341292005207,,,,,24.102427375000843,24.108341292005207,24.59832691700285,24.59832691700285,24.59832691700285,26.085444834003283,b,1,1.4761202500012587,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
Blue,blue,C,b,12,0,3,b,1,1.0498621250008,None,3,0,12,3,26.093850917000964,,,,,26.087711500003934,26.093850917000964,26.58160575000511,26.58160575000511,26.58160575000511,27.63504741700308,b,1,1.0498621250008,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,13,1,3,r,1,2.2856483340001432,None,3,1,13,0,27.643875834000937,,,,,27.63760162499966,27.643875834000937,28.131700124999043,28.131700124999043,28.131700124999043,30.418342292003217,r,1,2.2856483340001432,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,14,2,3,b,1,1.0815070410026237,None,3,2,14,1,30.422330375004094,,,,,30.41876087499986,30.422330375004094,30.915126416999556,30.915126416999556,30.915126416999556,32.002162249998946,b,1,1.0815070410026237,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
BLUE,red,I,r,15,3,3,r,1,0.9429492499984917,None,3,3,15,2,32.01033933400322,,,,,32.00441858400154,32.01033933400322,32.49845141699916,32.49845141699916,32.49845141699916,33.45195550000062,r,1,0.9429492499984917,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,16,0,4,r,1,1.790764625002339,None,4,0,16,0,33.46027454200521,,,,,33.45421733400144,33.46027454200521,33.94851750000089,33.94851750000089,33.94851750000089,35.741450542001985,r,1,1.790764625002339,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
Blue,blue,C,b,17,1,4,b,1,0.4995766670035664,None,4,1,17,3,35.765583209002216,,,,,35.74414254200383,35.765583209002216,36.23966787500103,36.23966787500103,36.23966787500103,36.74129025000002,b,1,0.4995766670035664,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,18,2,4,b,1,0.6436367079950287,None,4,2,18,1,36.749628709003446,,,,,36.743484917002206,36.749628709003446,37.239550292004424,37.239550292004424,37.239550292004424,37.88558037500479,b,1,0.6436367079950287,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
BLUE,red,I,r,19,3,4,r,1,0.5615251669951249,None,4,3,19,2,37.89385833400593,,,,,37.88783733400487,37.89385833400593,38.38188875000196,38.38188875000196,38.38188875000196,38.95200599999953,r,1,0.5615251669951249,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
Blue,blue,C,b,20,0,5,b,1,0.7948253330032458,None,5,0,20,3,38.960315417003585,,,,,38.95428712500143,38.960315417003585,39.44858783400559,39.44858783400559,39.44858783400559,40.25188454200543,b,1,0.7948253330032458,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,21,1,5,b,1,0.4298417919999338,None,5,1,21,1,40.26010304200463,,,,,40.25408099999913,40.26010304200463,40.74862958399899,40.74862958399899,40.74862958399899,41.18560112500563,b,1,0.4298417919999338,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
BLUE,red,I,r,22,2,5,r,1,0.44343208400096046,None,5,2,22,2,41.19410529200104,,,,,41.18809645900183,41.19410529200104,41.682057334001,41.682057334001,41.682057334001,42.13587666700187,r,1,0.44343208400096046,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,23,3,5,r,1,0.5485495419998188,None,5,3,23,0,42.14406700000109,,,,,42.13811404200533,42.14406700000109,42.63196337500267,42.63196337500267,42.63196337500267,43.1854429590021,r,1,0.5485495419998188,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
BLUE,red,I,r,24,0,6,r,1,0.37330133299838053,None,6,0,24,2,43.19383241700416,,,,,43.18766229200264,43.19383241700416,43.68202737500542,43.68202737500542,43.68202737500542,44.057906209003704,r,1,0.37330133299838053,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
Blue,blue,C,b,25,1,6,b,1,0.48890433300402947,None,6,1,25,3,44.066053458998795,,,,,44.060110167003586,44.066053458998795,44.55548120900494,44.55548120900494,44.55548120900494,45.05191470900172,b,1,0.48890433300402947,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,26,2,6,r,1,0.4658362499976647,None,6,2,26,0,45.060128500001156,,,,,45.05416037500254,45.060128500001156,45.54867162500159,45.54867162500159,45.54867162500159,46.01865766700212,r,1,0.4658362499976647,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,27,3,6,b,1,0.4750833340003737,None,6,3,27,1,46.02260883400595,,,,,46.01908291700238,46.02260883400595,46.51532083400525,46.51532083400525,46.51532083400525,47.00205029200151,b,1,0.4750833340003737,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
Blue,blue,C,b,28,0,7,b,1,0.4326449170039268,None,7,0,28,3,47.010439292003866,,,,,47.004519042005995,47.010439292003866,47.498771541999304,47.498771541999304,47.498771541999304,47.93566170900158,b,1,0.4326449170039268,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
BLUE,red,I,r,29,1,7,r,1,0.38912658299523173,None,7,1,29,2,47.94383291700069,,,,,47.93787775000237,47.94383291700069,48.43211608400452,48.43211608400452,48.43211608400452,48.82516475000011,r,1,0.38912658299523173,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,30,2,7,r,1,1.383370458999707,None,7,2,30,0,48.83336925000185,,,,,48.82735566700285,48.83336925000185,49.32286516699969,49.32286516699969,49.32286516699969,50.70835820900538,r,1,1.383370458999707,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,31,3,7,b,1,0.437551999995776,None,7,3,31,1,50.71542545900593,,,,,50.70878074999928,50.71542545900593,51.205893000005744,51.205893000005744,51.205893000005744,51.65211312500469,b,1,0.437551999995776,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,32,0,8,r,1,1.726648625000962,None,8,0,32,0,51.65834158399957,,,,,51.65255625000282,51.65834158399957,52.148849791999965,52.148849791999965,52.148849791999965,53.88570712500223,r,1,1.726648625000962,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,33,1,8,b,1,0.7261733329942217,None,8,1,33,1,53.891585625002335,,,,,53.8861592500034,53.891585625002335,54.382185667003796,54.382185667003796,54.382185667003796,55.11913929200091,b,1,0.7261733329942217,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
Blue,blue,C,b,34,2,8,b,1,0.9098389170030714,None,8,2,34,3,55.12759429200378,,,,,55.121647500003746,55.12759429200378,55.61554429199896,55.61554429199896,55.61554429199896,56.53561008399993,b,1,0.9098389170030714,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
BLUE,red,I,r,35,3,8,r,1,0.507091165993188,None,8,3,35,2,56.54391804199986,,,,,56.537819459001184,56.54391804199986,57.0323188340044,57.0323188340044,57.0323188340044,57.54161583400128,r,1,0.507091165993188,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,blue,I,b,36,0,9,b,1,0.876513958995929,None,9,0,36,1,57.550376209001115,,,,,57.54420745900279,57.550376209001115,58.03977275000216,58.03977275000216,58.03977275000216,58.91878620900388,b,1,0.876513958995929,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
RED,red,C,r,37,1,9,r,1,0.5977947919964208,None,9,1,37,0,58.92274320900469,,,,,58.91921729200112,58.92274320900469,59.41566450000391,59.41566450000391,59.41566450000391,60.01888358400174,r,1,0.5977947919964208,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
BLUE,red,I,r,38,2,9,r,1,0.5536956670039217,None,9,2,38,2,60.02737679200072,,,,,60.02128166700277,60.02737679200072,60.51564650000364,60.51564650000364,60.51564650000364,61.07489216700196,r,1,0.5536956670039217,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
Blue,blue,C,b,39,3,9,b,1,0.49972804200660903,None,9,3,39,3,61.083378292001726,,,,,61.077205209003296,61.083378292001726,61.57347862500319,61.57347862500319,61.57347862500319,62.07487850000325,b,1,0.49972804200660903,None,,,,,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.075008459003584,62.082232667002245,63.07170666700404,63.068450292004854,P1,001,2025-08-23_18h25.28.534,stroop effect,,2025.1.1,None,2025-08-23 18h25.54.428732 +0530,
