trialNum,validity,targetSide,cueDur_ms,SOA_ms,targetDur_ms,thisN,thisTrialN,thisRepN,response_key.keys,response_key.corr,response_key.rt,response_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instructions_text.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,trial.started,left_box.started,right_box.started,fixation.started,cue_arrow.started,left_box.stopped,right_box.stopped,fixation.stopped,target.started,cue_arrow.stopped,response_key.started,trial.stopped,trials.response_key.keys,trials.response_key.corr,trials.response_key.rt,trials.response_key.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
27,valid,left,100,150,1000,39,39,0,z,1,0.06740483298199251,None,0,39,39,26,63.75525933399331,,,,,,,,,63.74390791699989,63.75525933399331,63.75525933399331,63.75525933399331,64.24069041700568,64.24635741696693,64.24635741696693,64.24635741696693,64.34056254196912,64.32923408399802,64.49085945897968,64.56527112500044,z,1,0.06740483298199251,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
81,invalid,right,50,150,1000,40,40,0,m,1,0.17925208300584927,None,0,40,40,80,64.59069416701095,,,,,,,,,64.56623166700592,64.59069416701095,64.59069416701095,64.59069416701095,65.06501629197737,65.0794250839972,65.0794250839972,65.0794250839972,65.16480654198676,65.11250912497053,65.26297112501925,65.44781970902113,m,1,0.17925208300584927,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
95,invalid,right,150,150,1000,41,41,0,m,1,0.18165466701611876,None,0,41,41,94,65.45742362499004,,,,,,,,,65.44889887497993,65.45742362499004,65.45742362499004,65.45742362499004,65.94710804201895,65.94710804201895,65.94710804201895,65.94710804201895,66.04775516700465,66.09087279200321,66.2408276249771,66.42590087500867,m,1,0.18165466701611876,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
7,valid,left,150,150,1000,42,42,0,z,1,0.07606658403528854,None,0,42,42,6,66.43780158401933,,,,,,,,,66.4269415839808,66.43780158401933,66.43780158401933,66.43780158401933,66.92396054201527,66.92998020898085,66.92998020898085,66.92998020898085,67.02409604197601,67.06333937501768,67.22423195897136,67.30955545901088,z,1,0.07606658403528854,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
35,valid,right,100,150,1000,43,43,0,m,1,0.12849504203768447,None,0,43,43,34,67.32331299997168,,,,,,,,,67.31437445897609,67.32331299997168,67.32331299997168,67.32331299997168,67.80710749997525,67.81308449996868,67.81308449996868,67.81308449996868,67.90758412500145,67.89589104201877,68.0578427920118,68.19263383396901,m,1,0.12849504203768447,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
93,valid,left,150,150,1000,44,44,0,z,1,0.10740695800632238,None,0,44,44,92,68.20531658397522,,,,,,,,,68.19660770898918,68.20531658397522,68.20531658397522,68.20531658397522,68.69047379196854,68.69601845898433,68.69601845898433,68.69601845898433,68.79034791700542,68.82973774999846,68.99078058399027,69.1094189590076,z,1,0.10740695800632238,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
20,invalid,left,150,150,1000,45,45,0,z,1,0.1305297919898294,None,0,45,45,19,69.12286091700662,,,,,,,,,69.11423616699176,69.12286091700662,69.12286091700662,69.12286091700662,69.60742837499129,69.61305687500862,69.61305687500862,69.61305687500862,69.70730958401691,69.74675637501059,69.90774520899868,70.04266849998385,z,1,0.1305297919898294,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
14,valid,left,50,150,1000,46,46,0,z,1,0.17951783299213275,None,0,46,46,13,70.05463987501571,,,,,,,,,70.04643629200291,70.05463987501571,70.05463987501571,70.05463987501571,70.54077637498267,70.54628308396786,70.54628308396786,70.54628308396786,70.64162070897873,70.57998062501429,70.74168783397181,70.92631075001555,z,1,0.17951783299213275,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
5,valid,left,100,150,1000,47,47,0,z,1,0.15197445900412276,None,0,47,47,4,70.93533012497937,,,,,,,,,70.92731275002006,70.93533012497937,70.93533012497937,70.93533012497937,71.42471241700696,71.43122266698629,71.43122266698629,71.43122266698629,71.52456258400343,71.51320833398495,71.67425654199906,71.83214812498773,z,1,0.15197445900412276,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
34,valid,left,50,150,1000,48,48,0,z,1,0.2222968339920044,None,0,48,48,33,71.84313250001287,,,,,,,,,71.83313441701466,71.84313250001287,71.84313250001287,71.84313250001287,72.33067150000716,72.3409738339833,72.3409738339833,72.3409738339833,72.43247983400943,72.37425983400317,72.53000525000971,72.75928441697033,z,1,0.2222968339920044,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
18,invalid,left,50,150,1000,49,49,0,z,1,0.18264000001363456,None,0,49,49,17,72.77227637497708,,,,,,,,,72.76372124999762,72.77227637497708,72.77227637497708,72.77227637497708,73.25735516700661,73.26234841701807,73.26234841701807,73.26234841701807,73.35735516698333,73.29585745901568,73.45772574999137,73.64326224999968,z,1,0.18264000001363456,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
82,valid,left,50,150,1000,50,50,0,z,1,0.21021237497916445,None,0,50,50,81,73.65612499997951,,,,,,,,,73.6476778339711,73.65612499997951,73.65612499997951,73.65612499997951,74.14069525001105,74.14620712498436,74.14620712498436,74.14620712498436,74.24082958401414,74.17922929197084,74.34100662497804,74.55951520899544,z,1,0.21021237497916445,None,P4,001,2025-11-18_13h57.00.189,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 13h57.13.149207 +0530,
