reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
49.0,60.0,89.0,10,0,1,t,2.5582847089972347,None,1,0,10,4,28.876927875040565,,28.868857375055086,28.876927875040565,29.860041042033117,29.860041042033117,29.86564645904582,32.4289805420558,t,2.5582847089972347,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,11,1,1,t,2.3105678749852814,None,1,1,11,3,32.44512054201914,,32.43714908405673,32.44512054201914,33.42677562503377,33.42677562503377,33.443767000047956,35.74541433400009,t,2.3105678749852814,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,12,2,1,t,1.0228990839677863,None,1,2,12,7,35.7590482920059,,35.751133334008045,35.7590482920059,36.743502750003245,36.743502750003245,36.74950025003636,37.768166209047195,t,1.0228990839677863,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,13,3,1,l,1.355185291962698,None,1,3,13,2,37.78296870901249,,37.77460745902499,37.78296870901249,38.76837691705441,38.76837691705441,38.776831084047444,40.129009625001345,l,1.355185291962698,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,14,4,1,l,0.6763232079683803,None,1,4,14,0,40.14649129204918,,40.13651770900469,40.14649129204918,41.12696537503507,41.12696537503507,41.143742125015706,41.81215325003723,l,0.6763232079683803,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,15,5,1,l,0.6846549169858918,None,1,5,15,8,41.82696529204259,,41.81845050002448,41.82696529204259,42.8105932920007,42.8105932920007,42.816646874998696,43.50204179203138,l,0.6846549169858918,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,16,6,1,t,1.4889997499994934,None,1,6,16,6,43.517241042049136,,43.50877662503626,43.517241042049136,44.50141429202631,44.50141429202631,44.51035345904529,45.995582375035156,t,1.4889997499994934,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,17,7,1,t,3.6279038329957984,None,1,7,17,9,46.01043916703202,,46.00258383405162,46.01043916703202,46.993976167053916,46.993976167053916,47.000468209036626,50.628858917043544,t,3.6279038329957984,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,18,8,1,t,2.7706649159663357,None,1,8,18,5,50.64372341701528,,50.635604459035676,50.64372341701528,51.62726195901632,51.62726195901632,51.6337440420175,54.401645459001884,t,2.7706649159663357,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,19,9,1,l,2.525110125017818,None,1,9,19,1,54.415446375031024,,54.40827375004301,54.415446375031024,55.39997191703878,55.39997191703878,55.4109632090549,57.928924084000755,l,2.525110125017818,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,20,0,2,t,0.9627030419651419,None,2,0,20,7,57.94562495901482,,57.9364692090312,57.94562495901482,58.92729916702956,58.92729916702956,58.94423912500497,59.89577433402883,t,0.9627030419651419,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,21,1,2,l,1.1658261670381762,None,2,1,21,1,59.91146462503821,,59.90345120901475,59.91146462503821,60.89423125004396,60.89423125004396,60.90017958404496,62.06214537500637,l,1.1658261670381762,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,22,2,2,l,1.146328500006348,None,2,2,22,8,62.07678729202598,,62.06895450002048,62.07678729202598,63.06073266704334,63.06073266704334,63.06666737503838,64.2124228750472,l,1.146328500006348,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,23,3,2,l,1.8721791250281967,None,2,3,23,2,64.22721745900344,,64.2192568340106,64.22721745900344,65.21077791700372,65.21077791700372,65.2167965840199,67.0854665840161,l,1.8721791250281967,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,24,4,2,l,2.999918291985523,None,2,4,24,9,67.10085879202234,,67.09310312505113,67.10085879202234,68.08501254202565,68.08501254202565,68.09415179200005,71.09644354204647,l,2.999918291985523,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,25,5,2,t,2.9185034169931896,None,2,5,25,3,71.11194829200394,,71.1039668340236,71.11194829200394,72.09430741705,72.09430741705,72.10078354203142,75.01861787500093,t,2.9185034169931896,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,26,6,2,t,1.4055544580332935,None,2,6,26,5,75.03237804200035,,75.02503333403729,75.03237804200035,76.01861962501425,76.01861962501425,76.02759020903613,77.42925945902243,t,1.4055544580332935,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,27,7,2,t,1.1752548330114223,None,2,7,27,4,77.44318370905239,,77.43523883400485,77.44318370905239,78.42758700001286,78.42758700001286,78.43368308403296,79.6129950840259,t,1.1752548330114223,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,28,8,2,t,1.729900042002555,None,2,8,28,6,79.62814258399885,,79.62019100005273,79.62814258399885,80.61104712501401,80.61104712501401,80.61707862501498,82.34585741703631,t,1.729900042002555,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,29,9,2,l,1.770406874944456,None,2,9,29,0,82.36049054202158,,82.35253312502755,82.36049054202158,83.34452670899918,83.34452670899918,83.35090741701424,85.1189367500483,l,1.770406874944456,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,30,0,3,t,1.4252839999971911,None,3,0,30,5,85.13243604201125,,85.12563458405202,85.13243604201125,86.11955295904772,86.11955295904772,86.12775525002507,87.55250879202504,t,1.4252839999971911,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,31,1,3,l,0.9855022080009803,None,3,1,31,8,87.56716566701652,,87.55977433401858,87.56716566701652,88.55133795901202,88.55133795901202,88.56122770905495,89.54680958401877,l,0.9855022080009803,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,32,2,3,t,4.101071124954615,None,3,2,32,4,89.56225870904746,,89.55414562503574,89.56225870904746,90.54486170900054,90.54486170900054,90.55062608403387,94.65216866700212,t,4.101071124954615,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,33,3,3,l,0.6881222919910215,None,3,3,33,1,94.66564862499945,,94.65817937505199,94.66564862499945,95.64385879202746,95.64385879202746,95.66152091702679,96.33514091704274,l,0.6881222919910215,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,34,4,3,t,1.4745748750283383,None,3,4,34,6,96.34843029204058,,96.34109170903685,96.34843029204058,97.33552079205401,97.33552079205401,97.34457645902876,98.8129625840229,t,1.4745748750283383,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,35,5,3,l,4.42301004199544,None,3,5,35,9,98.82871420902666,,98.82020508404821,98.82871420902666,99.8113548340043,99.8113548340043,99.81739937502425,104.24679662502604,l,4.42301004199544,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,36,6,3,l,0.6646522080409341,None,3,6,36,2,104.26310929202009,,104.25543629203457,104.26310929202009,105.24482895905385,105.24482895905385,105.26148862502305,105.91346770903328,l,0.6646522080409341,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,37,7,3,l,1.7567173339775763,None,3,7,37,0,105.92876650003018,,105.92084712500218,105.92876650003018,106.91161108401138,106.91161108401138,106.91821929201251,108.68039204203524,l,1.7567173339775763,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,38,8,3,t,1.3160989169846289,None,3,8,38,7,108.69635300000664,,108.68842654203763,108.69635300000664,109.67831708403537,109.67831708403537,109.69516075000865,110.99667587503791,t,1.3160989169846289,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,39,9,3,t,3.040414042014163,None,3,9,39,3,111.01076775003457,,111.00287487503374,111.01076775003457,111.99501645902637,111.99501645902637,112.00095795904053,115.04661900002975,t,3.040414042014163,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,40,0,4,t,1.407037750002928,None,4,0,40,3,115.05692762503168,,115.04700308403699,115.05692762503168,116.04518266703235,116.04518266703235,116.05112425005063,117.46352412505075,t,1.407037750002928,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,41,1,4,l,0.9694923330098391,None,4,1,41,0,117.47955170902424,,117.47152854205342,117.47955170902424,118.46186795900576,118.46186795900576,118.47870983404573,119.43554966704687,l,0.9694923330098391,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,42,2,4,l,1.5739480000338517,None,4,2,42,9,119.44886404200224,,119.44113062502583,119.44886404200224,120.42837537504965,120.42837537504965,120.445090000052,122.01370600005612,l,1.5739480000338517,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,43,3,4,t,1.4755287090083584,None,4,3,43,7,122.02903820900247,,122.02044287504395,122.02903820900247,123.0117625000421,123.0117625000421,123.0177113750251,124.49711608403595,t,1.4755287090083584,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,44,4,4,l,0.8440553749678656,None,4,4,44,8,124.51155837503029,,124.50297154200962,124.51155837503029,125.49529120902298,125.49529120902298,125.50143795902841,126.34699387504952,l,0.8440553749678656,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,45,5,4,t,3.265013959025964,None,4,5,45,4,126.36052387504606,,126.35224737500539,126.36052387504606,127.34528891701484,127.34528891701484,127.35177733399905,130.6136660000193,t,3.265013959025964,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,46,6,4,t,2.074029958981555,None,4,6,46,5,130.62957654200727,,130.62128029204905,130.62957654200727,131.61196995904902,131.61196995904902,131.61811679200036,133.69731645903084,t,2.074029958981555,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,47,7,4,l,1.166803375002928,None,4,7,47,2,133.71245875000022,,133.70442800002638,133.71245875000022,134.69530854205368,134.69530854205368,134.70132216700586,135.8639630000107,l,1.166803375002928,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,48,8,4,l,1.2918907910352573,None,4,8,48,1,135.87947170902044,,135.87158741703024,135.87947170902044,136.86203608399956,136.86203608399956,136.86785295902519,138.16393508401234,l,1.2918907910352573,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,49,9,4,t,1.4120138749713078,None,4,9,49,6,138.17874141701031,,138.1711252500536,138.17874141701031,139.16207279200898,139.16207279200898,139.16811837500427,140.58066058403347,t,1.4120138749713078,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,50,0,5,t,1.437227124988567,None,5,0,50,6,140.5899777500308,,140.5810365000507,140.5899777500308,141.5787714170292,141.5787714170292,141.58486337499926,143.02035933401203,t,1.437227124988567,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,51,1,5,l,1.3569751660106704,None,5,1,51,9,143.0338396250154,,143.02665404201252,143.0338396250154,144.02020591701148,144.02020591701148,144.02884562505642,145.38078987505287,l,1.3569751660106704,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,52,2,5,l,0.6096159999724478,None,5,2,52,0,145.39432266703807,,145.3863578340388,145.39432266703807,146.37938087503426,146.37938087503426,146.3855520420475,146.99698766705114,l,0.6096159999724478,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,53,3,5,t,3.3628762919688597,None,5,3,53,3,147.01073229202302,,147.00264562503435,147.01073229202302,147.99599370901706,147.99599370901706,148.0021445840248,151.3639247920364,t,3.3628762919688597,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,54,4,5,t,1.468450832995586,None,5,4,54,4,151.3792394590564,,151.37070550001226,151.3792394590564,152.36224866705015,152.36224866705015,152.368348042015,153.8369855839992,t,1.468450832995586,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,55,5,5,l,1.295290083042346,None,5,5,55,8,153.85131958400598,,153.843470834021,153.85131958400598,154.8364922920009,154.8364922920009,154.845727750042,156.13612425001338,l,1.295290083042346,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,56,6,5,t,1.9797023329883814,None,5,6,56,7,156.149627375009,,156.14229408401297,156.149627375009,157.13700862502446,157.13700862502446,157.14575225004228,159.11996341700433,t,1.9797023329883814,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,57,7,5,t,3.1126197499688715,None,5,7,57,5,159.13343287503812,,159.12612075003562,159.13343287503812,160.1191587090143,160.1191587090143,160.12906179204583,163.23733941704268,t,3.1126197499688715,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,58,8,5,l,2.404014250030741,None,5,8,58,1,163.25198441703105,,163.2441614170093,163.25198441703105,164.23679116700077,164.23679116700077,164.24577533401316,166.64772325003287,l,2.404014250030741,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,59,9,5,l,0.6188459169934504,None,5,9,59,2,166.66243475000374,,166.6544347500312,166.66243475000374,167.64591008401476,167.64591008401476,167.65169808402425,168.2706992920139,l,0.6188459169934504,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,60,0,6,t,4.658678583044093,None,6,0,60,3,168.28621116705472,,168.2783207920147,168.28621116705472,169.27033979201224,169.27033979201224,169.27912445901893,173.93131033401005,t,4.658678583044093,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,61,1,6,l,2.0715775419957936,None,6,1,61,6,173.94721729203593,,173.93875620904146,173.94721729203593,174.92933762504254,174.92933762504254,174.94633050000994,177.00359987502452,l,2.0715775419957936,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,62,2,6,l,0.9978920420398936,None,6,2,62,8,177.01702045905404,,177.00909091701033,177.01702045905404,178.0041572090122,178.0041572090122,178.01254225004232,179.0147200000356,l,0.9978920420398936,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
27.0,50.0,21.0,63,3,6,l,0.4923649999545887,None,6,3,63,2,179.03045850002673,,179.02180495904759,179.03045850002673,180.01258975005476,180.01258975005476,180.0297867920017,180.5144283340196,l,0.4923649999545887,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,64,4,6,t,2.829185458016582,None,6,4,64,4,180.5295906670508,,180.5215987090487,180.5295906670508,181.51287920901086,181.51287920901086,181.51896175002912,184.3480445840396,t,2.829185458016582,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,65,5,6,l,0.8030297499499284,None,6,5,65,0,184.36404241702985,,184.35625804204028,184.36404241702985,185.3459018340218,185.3459018340218,185.362879042048,186.1542574170162,l,0.8030297499499284,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
90.0,101.0,190.0,66,6,6,t,2.450875249982346,None,6,6,66,7,186.16667008399963,,186.15964408405125,186.16667008399963,187.15406262502074,187.15406262502074,187.1628152920166,189.61516429204494,t,2.450875249982346,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,67,7,6,l,2.343988500011619,None,6,7,67,1,189.63051379204262,,189.62251470901538,189.63051379204262,190.61298504204024,190.61298504204024,190.61905608401867,192.96480083401548,l,2.343988500011619,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
67.0,75.0,119.0,68,8,6,t,1.2188009590026923,None,6,8,68,5,192.97828520904295,,192.97021879203385,192.97828520904295,193.96303466701647,193.96303466701647,193.96890820900444,195.18723125004908,t,1.2188009590026923,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
50.0,69.0,49.0,69,9,6,l,3.565040624991525,None,6,9,69,9,195.2008550420287,,195.19362141704187,195.2008550420287,196.18736004200764,196.18736004200764,196.19639341701986,199.76388337503886,l,3.565040624991525,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
49.0,60.0,89.0,70,0,7,t,1.5594057500129566,None,7,0,70,4,199.77593708405038,,199.7704050000175,199.77593708405038,200.75396750000073,200.75396750000073,200.768888834049,202.31472141703125,t,1.5594057500129566,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
9.0,18.0,12.0,71,1,7,l,1.4463272499851882,None,7,1,71,8,202.32880033401307,,202.32084487500833,202.32880033401307,203.31308745901333,203.31308745901333,203.3191252500401,204.76491233403794,l,1.4463272499851882,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
40.0,55.0,62.0,72,2,7,t,4.162493292009458,None,7,2,72,3,204.7802789590205,,204.77235258405562,204.7802789590205,205.76352150004823,205.76352150004823,205.7698352500447,209.93218433402944,t,4.162493292009458,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
15.0,35.0,13.0,73,3,7,l,0.7622224580263719,None,7,3,73,1,209.94775425002445,,209.93940295901848,209.94775425002445,210.92984875000548,210.92984875000548,210.94674025004497,211.69858641701285,l,0.7622224580263719,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
78.0,80.0,162.0,74,4,7,t,1.408189375011716,None,7,4,74,6,211.7137779170298,,211.70578029204626,211.7137779170298,212.69661991705652,212.69661991705652,212.7026285000029,214.11513070901856,t,1.408189375011716,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
11.0,30.0,7.0,75,5,7,l,0.6616930000018328,None,7,5,75,0,214.1295151670347,,214.1216008750489,214.1295151670347,215.11334987502778,215.11334987502778,215.12023091700394,215.7824383750558,l,0.6616930000018328,None,Participant2,001,2025-11-05_11h24.45.567,DelayedDiscounting_NupurShah,,2025.1.1,None,2025-11-05 11h26.21.841683 +0530,
