thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.04555555555555556)],[np.float64(0.2822222222222222)],[1],[0],[0],[2.883557374996599],['target'],10,0,10,0,27.551010999988648,,5,27.539642832998652,27.551010999988648,27.551010999988648,0.01677804099745117,30.423269291990437,[np.float64(0.04555555555555556)],[np.float64(0.2822222222222222)],[1],[0],[0],[2.883557374996599],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
11,0,11,[np.float64(-0.2477777777777778)],[np.float64(0.18555555555555556)],[1],[0],[0],[2.9979604999971343],['target'],11,0,11,0,30.452785541987396,,5,30.441160332993604,30.452785541987396,30.452785541987396,0.01768145800451748,33.43918770799064,[np.float64(-0.2477777777777778)],[np.float64(0.18555555555555556)],[1],[0],[0],[2.9979604999971343],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
12,0,12,[np.float64(0.30333333333333334)],[np.float64(0.39666666666666667)],[1],[0],[0],[2.933400875001098],['target'],12,0,12,0,33.46775595800136,,5,33.45634037499258,33.46775595800136,33.46775595800136,0.016951834011706524,36.389808624997386,[np.float64(0.30333333333333334)],[np.float64(0.39666666666666667)],[1],[0],[0],[2.933400875001098],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
13,0,13,[np.float64(-0.3388888888888889)],[np.float64(-0.27444444444444444)],[1],[0],[0],[3.299170167010743],['target'],13,0,13,0,36.41891254199436,,5,36.40725266699155,36.41891254199436,36.41891254199436,0.0172449170058826,39.70649358299852,[np.float64(-0.3388888888888889)],[np.float64(-0.27444444444444444)],[1],[0],[0],[3.299170167010743],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
14,0,14,[np.float64(-0.43444444444444447)],[np.float64(-0.08555555555555555)],[1],[0],[0],[3.153215124999406],['target'],14,0,14,0,39.75061750000168,,10,39.73671991699666,39.75061750000168,39.75061750000168,0.03002191700215917,42.88999604199489,[np.float64(-0.43444444444444447)],[np.float64(-0.08555555555555555)],[1],[0],[0],[3.153215124999406],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
15,0,15,[np.float64(0.30777777777777776)],[np.float64(0.04555555555555556)],[1],[0],[0],[3.369778958003735],['target'],15,0,15,0,42.91408670799865,,5,42.90346266698907,42.91408670799865,42.91408670799865,0.013256583988550119,46.27332116699836,[np.float64(0.30777777777777776)],[np.float64(0.04555555555555556)],[1],[0],[0],[3.369778958003735],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
16,0,16,[np.float64(0.29777777777777775)],[np.float64(-0.10555555555555556)],[1],[0],[0],[2.14867354099988],['target'],16,0,16,0,46.30195958299737,,5,46.290665499996976,46.30195958299737,46.30195958299737,0.017140500000095926,48.43941116699716,[np.float64(0.29777777777777775)],[np.float64(-0.10555555555555556)],[1],[0],[0],[2.14867354099988],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
17,0,17,[np.float64(0.4411111111111111)],[np.float64(-0.23777777777777778)],[1],[0],[0],[1.570856582999113],['target'],17,0,17,0,48.48337241698755,,10,48.46928704199672,48.48337241698755,48.48337241698755,0.029674333010916598,50.040187541992054,[np.float64(0.4411111111111111)],[np.float64(-0.23777777777777778)],[1],[0],[0],[1.570856582999113],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
18,0,18,[np.float64(-0.37777777777777777)],[np.float64(0.3188888888888889)],[1],[0],[0],[2.770500583006651],['target'],18,0,18,0,50.06367879199388,,5,50.05299087498861,50.06367879199388,50.06367879199388,0.01263075000315439,52.82357687498734,[np.float64(-0.37777777777777777)],[np.float64(0.3188888888888889)],[1],[0],[0],[2.770500583006651],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
19,0,19,[np.float64(-0.19333333333333333)],[np.float64(0.3788888888888889)],[1],[0],[0],[1.9892820000095526],['target'],19,0,19,0,52.86441470799036,,10,52.85035570799664,52.86441470799036,52.86441470799036,0.026568083005258814,54.839699499993,[np.float64(-0.19333333333333333)],[np.float64(0.3788888888888889)],[1],[0],[0],[1.9892820000095526],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
20,0,20,[np.float64(-0.40555555555555556)],[np.float64(-0.0077777777777777776)],[1],[0],[0],[3.3424915829964448],['target'],20,0,20,0,54.876135707992944,,10,54.86361837499135,54.876135707992944,54.876135707992944,0.023707207990810275,58.20616337499814,[np.float64(-0.40555555555555556)],[np.float64(-0.0077777777777777776)],[1],[0],[0],[3.3424915829964448],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
21,0,21,[np.float64(-0.44222222222222224)],[np.float64(0.31666666666666665)],[1],[0],[0],[2.7096045420039445],['target'],21,0,21,0,58.24240787499002,,10,58.2295847919886,58.24240787499002,58.24240787499002,0.023243707997608,60.93924270798743,[np.float64(-0.44222222222222224)],[np.float64(0.31666666666666665)],[1],[0],[0],[2.7096045420039445],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
22,0,22,[np.float64(-0.34444444444444444)],[np.float64(0.2722222222222222)],[1],[0],[0],[2.126850000000559],['target'],22,0,22,0,60.97579570800008,,10,60.96241654199548,60.97579570800008,60.97579570800008,0.0229814170015743,63.08932095799537,[np.float64(-0.34444444444444444)],[np.float64(0.2722222222222222)],[1],[0],[0],[2.126850000000559],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
23,0,23,[np.float64(0.3622222222222222)],[np.float64(-0.46444444444444444)],[1],[0],[0],[3.1787532920134254],['target'],23,0,23,0,63.12455987499561,,10,63.11238766698807,63.12455987499561,63.12455987499561,0.02288816700456664,66.2911947919929,[np.float64(0.3622222222222222)],[np.float64(-0.46444444444444444)],[1],[0],[0],[3.1787532920134254],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
24,0,24,[np.float64(0.01888888888888889)],[np.float64(-0.12333333333333334)],[1],[0],[0],[2.753042667012778],['target'],24,0,24,0,66.31520808298956,,5,66.304055332992,66.31520808298956,66.31520808298956,0.012682457992923446,69.05717249998997,[np.float64(0.01888888888888889)],[np.float64(-0.12333333333333334)],[1],[0],[0],[2.753042667012778],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
25,0,25,[np.float64(-0.05)],[np.float64(-0.19666666666666666)],[1],[0],[0],[1.7687208339921199],['target'],25,0,25,0,69.10110970798996,,10,69.08717495799647,69.10110970798996,69.10110970798996,0.02978850000363309,70.85594645798847,[np.float64(-0.05)],[np.float64(-0.19666666666666666)],[1],[0],[0],[1.7687208339921199],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
26,0,26,[np.float64(0.4122222222222222)],[np.float64(0.31)],[1],[0],[0],[2.7036474159976933],['target'],26,0,26,0,70.87909229200159,,5,70.86894845799543,70.87909229200159,70.87909229200159,0.01282270799856633,73.57267741698888,[np.float64(0.4122222222222222)],[np.float64(0.31)],[1],[0],[0],[2.7036474159976933],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
27,0,27,[np.float64(0.4011111111111111)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.819918666005833],['target'],27,0,27,0,73.61716129200067,,10,73.60272829199675,73.61716129200067,73.61716129200067,0.02983329199196305,75.42269770799612,[np.float64(0.4011111111111111)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.819918666005833],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
28,0,28,[np.float64(0.3977777777777778)],[np.float64(0.09777777777777778)],[1],[0],[0],[1.65470208300394],['target'],28,0,28,0,75.44562837498961,,5,75.43520483298926,75.44562837498961,75.44562837498961,0.012331332996836863,77.08998670800065,[np.float64(0.3977777777777778)],[np.float64(0.09777777777777778)],[1],[0],[0],[1.65470208300394],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
29,0,29,[np.float64(0.31333333333333335)],[np.float64(-0.011111111111111112)],[1],[0],[0],[1.4501507499953732],['target'],29,0,29,0,77.11885441699997,,5,77.10714541700145,77.11885441699997,77.11885441699997,0.01695312501396984,78.5573633749882,[np.float64(0.31333333333333335)],[np.float64(-0.011111111111111112)],[1],[0],[0],[1.4501507499953732],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
30,0,30,[np.float64(-0.023333333333333334)],[np.float64(0.22111111111111112)],[1],[0],[0],[3.187023082995438],['target'],30,0,30,0,78.59986987498996,,10,78.58546195799136,78.59986987498996,78.59986987498996,0.027897084000869654,81.77253550000023,[np.float64(-0.023333333333333334)],[np.float64(0.22111111111111112)],[1],[0],[0],[3.187023082995438],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
31,0,31,[np.float64(-0.23555555555555555)],[np.float64(-0.2311111111111111)],[1],[0],[0],[2.460796458995901],['target'],31,0,31,0,81.80919779199758,,10,81.79546391699114,81.80919779199758,81.80919779199758,0.02275299999746494,84.25631462498859,[np.float64(-0.23555555555555555)],[np.float64(-0.2311111111111111)],[1],[0],[0],[2.460796458995901],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
32,0,32,[np.float64(-0.17666666666666667)],[np.float64(0.22111111111111112)],[1],[0],[0],[3.594502249994548],['target'],32,0,32,0,84.29084000000148,,10,84.27873862499837,84.29084000000148,84.29084000000148,0.022244082996621728,87.87329354199755,[np.float64(-0.17666666666666667)],[np.float64(0.22111111111111112)],[1],[0],[0],[3.594502249994548],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
33,0,33,[np.float64(0.0033333333333333335)],[np.float64(0.43444444444444447)],[1],[0],[0],[3.403714542000671],['target'],33,0,33,0,87.89636149999569,,5,87.88618454198877,87.89636149999569,87.89636149999569,0.012714333992335014,91.28998920798767,[np.float64(0.0033333333333333335)],[np.float64(0.43444444444444447)],[1],[0],[0],[3.403714542000671],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
34,0,34,[np.float64(0.14333333333333334)],[np.float64(-0.2911111111111111)],[1],[0],[0],[3.368569500002195],['target'],34,0,34,0,91.33472845799406,,10,91.32027608298813,91.33472845799406,91.33472845799406,0.030065707993344404,94.68889712500095,[np.float64(0.14333333333333334)],[np.float64(-0.2911111111111111)],[1],[0],[0],[3.368569500002195],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
35,0,35,[np.float64(0.39111111111111113)],[np.float64(0.07222222222222222)],[1],[0],[0],[2.9609584999998333],['target'],35,0,35,0,94.72389824999846,,10,94.7114448749926,94.72389824999846,94.72389824999846,0.02235979199758731,97.67245779199584,[np.float64(0.39111111111111113)],[np.float64(0.07222222222222222)],[1],[0],[0],[2.9609584999998333],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
36,0,36,[np.float64(-0.06111111111111111)],[np.float64(0.10888888888888888)],[1],[0],[0],[3.021989875007421],['target'],36,0,36,0,97.6956086249993,,5,97.68527512499713,97.6956086249993,97.6956086249993,0.012628374999621883,100.7073462499975,[np.float64(-0.06111111111111111)],[np.float64(0.10888888888888888)],[1],[0],[0],[3.021989875007421],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
37,0,37,[np.float64(0.20777777777777778)],[np.float64(-0.35444444444444445)],[1],[0],[0],[2.5990760840068106],['target'],37,0,37,0,100.73591645799752,,5,100.72433183300018,100.73591645799752,100.73591645799752,0.016788624998298474,103.32349812499888,[np.float64(0.20777777777777778)],[np.float64(-0.35444444444444445)],[1],[0],[0],[2.5990760840068106],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
38,0,38,[np.float64(0.04666666666666667)],[np.float64(-0.21)],[1],[0],[0],[2.3163843330112286],['target'],38,0,38,0,103.35206058299809,,5,103.34069224999985,103.35206058299809,103.35206058299809,0.01697254199825693,105.65714970800036,[np.float64(0.04666666666666667)],[np.float64(-0.21)],[1],[0],[0],[2.3163843330112286],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
39,0,39,[np.float64(0.0033333333333333335)],[np.float64(-0.43222222222222223)],[1],[0],[0],[2.4501959170011105],['target'],39,0,39,0,105.68596683299984,,5,105.67428287499934,105.68596683299984,105.68596683299984,0.01693508299649693,108.12454745799187,[np.float64(0.0033333333333333335)],[np.float64(-0.43222222222222223)],[1],[0],[0],[2.4501959170011105],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
40,0,40,[np.float64(0.05444444444444444)],[np.float64(-0.03888888888888889)],[1],[0],[0],[2.6704770420037676],['target'],40,0,40,0,108.1671853329899,,10,108.15336604199547,108.1671853329899,108.1671853329899,0.028574166994076222,110.82389195798896,[np.float64(0.05444444444444444)],[np.float64(-0.03888888888888889)],[1],[0],[0],[2.6704770420037676],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
41,0,41,[np.float64(-0.17)],[np.float64(0.2633333333333333)],[1],[0],[0],[2.9915696660027606],['target'],41,0,41,0,110.86146604199894,,10,110.84832229198946,110.86146604199894,110.86146604199894,0.024234999989857897,113.8399497079954,[np.float64(-0.17)],[np.float64(0.2633333333333333)],[1],[0],[0],[2.9915696660027606],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
42,0,42,[np.float64(-0.06888888888888889)],[np.float64(-0.45666666666666667)],[1],[0],[0],[2.6204169580014423],['target'],42,0,42,0,113.8636717920017,,5,113.85278999998991,113.8636717920017,113.8636717920017,0.012635833001695573,116.47329233300115,[np.float64(-0.06888888888888889)],[np.float64(-0.45666666666666667)],[1],[0],[0],[2.6204169580014423],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
43,0,43,[np.float64(0.03888888888888889)],[np.float64(0.025555555555555557)],[1],[0],[0],[3.0333751250000205],['target'],43,0,43,0,116.50219424998795,,5,116.49048695799138,116.50219424998795,116.50219424998795,0.016994250006973743,119.52393308299361,[np.float64(0.03888888888888889)],[np.float64(0.025555555555555557)],[1],[0],[0],[3.0333751250000205],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
44,0,44,[np.float64(0.33)],[np.float64(0.25)],[1],[0],[0],[3.2519308329938212],['target'],44,0,44,0,119.56859095799155,,10,119.55455674999394,119.56859095799155,119.56859095799155,0.030417458998272195,122.80653495799925,[np.float64(0.33)],[np.float64(0.25)],[1],[0],[0],[3.2519308329938212],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
45,0,45,[np.float64(0.16444444444444445)],[np.float64(0.012222222222222223)],[1],[0],[0],[2.178388833999634],['target'],45,0,45,0,122.84162229199137,,10,122.82925299998897,122.84162229199137,122.84162229199137,0.022543166007380933,125.00769833299273,[np.float64(0.16444444444444445)],[np.float64(0.012222222222222223)],[1],[0],[0],[2.178388833999634],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
46,0,46,[np.float64(-0.011111111111111112)],[np.float64(-0.42777777777777776)],[1],[0],[0],[2.637493916990934],['target'],46,0,46,0,125.03167891698831,,5,125.02047566699912,125.03167891698831,125.03167891698831,0.012598499990417622,127.65805258299224,[np.float64(-0.011111111111111112)],[np.float64(-0.42777777777777776)],[1],[0],[0],[2.637493916990934],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
47,0,47,[np.float64(-0.09888888888888889)],[np.float64(-0.03222222222222222)],[1],[0],[0],[2.4850684170087334],['target'],47,0,47,0,127.70219704198826,,10,127.68831050000153,127.70219704198826,127.70219704198826,0.030053374997805804,130.17342574999202,[np.float64(-0.09888888888888889)],[np.float64(-0.03222222222222222)],[1],[0],[0],[2.4850684170087334],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
48,0,48,[np.float64(-0.12666666666666668)],[np.float64(-0.2922222222222222)],[1],[0],[0],[1.876578082999913],['target'],48,0,48,0,130.2095047079929,,10,130.19695091700123,130.2095047079929,130.2095047079929,0.023319250001804903,132.07358333299635,[np.float64(-0.12666666666666668)],[np.float64(-0.2922222222222222)],[1],[0],[0],[1.876578082999913],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
49,0,49,[np.float64(0.4866666666666667)],[np.float64(-0.03222222222222222)],[1],[0],[0],[2.9550620410009287],['target'],49,0,49,0,132.0963169579918,,5,132.08612629199342,132.0963169579918,132.0963169579918,0.012347124997177161,135.04126924999582,[np.float64(0.4866666666666667)],[np.float64(-0.03222222222222222)],[1],[0],[0],[2.9550620410009287],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
50,0,50,[np.float64(-0.25222222222222224)],[np.float64(0.46111111111111114)],[1],[0],[0],[4.1856705420068465],['target'],50,0,50,0,135.08565904200077,,10,135.07174162499723,135.08565904200077,135.08565904200077,0.030270584000390954,139.25747229199624,[np.float64(-0.25222222222222224)],[np.float64(0.46111111111111114)],[1],[0],[0],[4.1856705420068465],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
51,0,51,[np.float64(0.4444444444444444)],[np.float64(-0.12777777777777777)],[1],[0],[0],[3.909590416995343],['target'],51,0,51,0,139.29354616699857,,10,139.2810641249962,139.29354616699857,139.29354616699857,0.023381250008242205,143.19070670798828,[np.float64(0.4444444444444444)],[np.float64(-0.12777777777777777)],[1],[0],[0],[3.909590416995343],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
52,0,52,[np.float64(0.4122222222222222)],[np.float64(-0.4911111111111111)],[1],[0],[0],[4.192660333006643],['target'],52,0,52,0,143.2259307919885,,10,143.2135037919943,143.2259307919885,143.2259307919885,0.022624082994298078,147.40621920800186,[np.float64(0.4122222222222222)],[np.float64(-0.4911111111111111)],[1],[0],[0],[4.192660333006643],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
53,0,53,[np.float64(0.33)],[np.float64(0.3011111111111111)],[1],[0],[0],[2.0963287920021685],['target'],53,0,53,0,147.4400732919894,,10,147.4280989580002,147.4400732919894,147.4400732919894,0.021701332996599376,149.5244835420017,[np.float64(0.33)],[np.float64(0.3011111111111111)],[1],[0],[0],[2.0963287920021685],['target'],P5,001,2025-09-30_16h08.11.941,VisualSearch_NupurShah,,2025.1.1,119.25649537560773,2025-09-30 16h08.26.814690 +0530,
