trialNum,validity,targetSide,cueDur_ms,SOA_ms,targetDur_ms,thisN,thisTrialN,thisRepN,response_key.keys,response_key.corr,response_key.rt,response_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instructions_text.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,trial.started,left_box.started,right_box.started,fixation.started,cue_arrow.started,left_box.stopped,right_box.stopped,fixation.stopped,cue_arrow.stopped,target.started,response_key.started,trial.stopped,trials.response_key.keys,trials.response_key.corr,trials.response_key.rt,trials.response_key.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
95,invalid,right,150,150,1000,9,9,0,m,1,0.14920108299702406,None,0,9,9,94,11.265663292026147,,,,,,,,,11.25474841700634,11.265663292026147,11.265663292026147,11.265663292026147,11.751889333012514,11.759019042016007,11.759019042016007,11.759019042016007,11.89246991701657,11.851814082998317,12.052000667026732,12.20368358300766,m,1,0.14920108299702406,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
63,invalid,left,100,150,1000,10,10,0,z,1,0.21390887396410108,None,0,10,10,62,12.219205582980067,,,,,,,,,12.20851299999049,12.219205582980067,12.219205582980067,12.219205582980067,12.701562292000744,12.708686792000663,12.708686792000663,12.708686792000663,12.791957708017435,12.802191041992046,12.953290082979947,13.170341667020693,z,1,0.21390887396410108,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
93,valid,left,150,150,1000,11,11,0,z,1,0.08550325001124293,None,0,11,11,92,13.180511666985694,,,,,,,,,13.172859458019957,13.180511666985694,13.180511666985694,13.180511666985694,13.667925707995892,13.67514004203258,13.67514004203258,13.67514004203258,13.808001625002362,13.76797245797934,13.968699958000798,14.060928583028726,z,1,0.08550325001124293,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
26,valid,right,50,150,1000,12,12,0,m,1,0.2191897919983603,None,0,12,12,25,14.07525233301567,,,,,,,,,14.065984792017844,14.07525233301567,14.07525233301567,14.07525233301567,14.56017770798644,14.568001458013896,14.568001458013896,14.568001458013896,14.608190542028751,14.660179874976166,14.759042375022545,14.987620083033107,m,1,0.2191897919983603,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
17,valid,right,50,150,1000,13,13,0,m,1,0.16831049899337813,None,0,13,13,16,15.000246583018452,,,,,,,,,14.988815125019755,15.000246583018452,15.000246583018452,15.000246583018452,15.485171457985416,15.49201525002718,15.49201525002718,15.49201525002718,15.52490212500561,15.584926208015531,15.685790750023443,15.859550708031747,m,1,0.16831049899337813,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
53,valid,right,50,150,1000,14,14,0,m,1,0.20560712495353073,None,0,14,14,52,15.87103262502933,,,,,,,,,15.860432041983586,15.87103262502933,15.87103262502933,15.87103262502933,16.359189208014868,16.368902541988064,16.368902541988064,16.368902541988064,16.402047833020333,16.452553000010084,16.551607624976896,16.760201000026427,m,1,0.20560712495353073,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
41,valid,left,50,150,1000,15,15,0,z,1,0.2588393749902025,None,0,15,15,40,16.773321582993958,,,,,,,,,16.76508024998475,16.773321582993958,16.773321582993958,16.773321582993958,17.260659541992936,17.268558332987595,17.268558332987595,17.268558332987595,17.308578500000294,17.36104216700187,17.45933199999854,17.720277666987386,z,1,0.2588393749902025,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
33,valid,left,150,150,1000,16,16,0,z,1,0.04511433298466727,None,0,16,16,32,17.7308411669801,,,,,,,,,17.721385832992382,17.7308411669801,17.7308411669801,17.7308411669801,18.218906708003487,18.225820583000313,18.225820583000313,18.225820583000313,18.35890637501143,18.31804712500889,18.519113041984383,18.570670416986104,z,1,0.04511433298466727,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
24,valid,left,150,150,1000,17,17,0,z,1,0.06217316701076925,None,0,17,17,23,18.582041583023965,,,,,,,,,18.57183591701323,18.582041583023965,18.582041583023965,18.582041583023965,19.06861891702283,19.074963167018723,19.074963167018723,19.074963167018723,19.208127750025596,19.168060792027973,19.36807470797794,19.437074500019662,z,1,0.06217316701076925,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
62,valid,right,100,150,1000,18,18,0,z,1,0.23758191597880796,None,0,18,18,61,19.451954458025284,,,,,,,,,19.441833582997788,19.451954458025284,19.451954458025284,19.451954458025284,19.935293667018414,19.9422234169906,19.9422234169906,19.9422234169906,20.024813375028316,20.035575666988734,20.185684167023282,20.427202833001502,z,1,0.23758191597880796,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
59,invalid,right,100,150,1000,19,19,0,m,1,0.15944395796395838,None,0,19,19,58,20.43946570798289,,,,,,,,,20.43115504202433,20.43946570798289,20.43946570798289,20.43946570798289,20.927082041976973,20.935317917028442,20.935317917028442,20.935317917028442,21.026215707999654,21.026215707999654,21.175753041985445,21.343476707988884,m,1,0.15944395796395838,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
5,valid,left,100,150,1000,20,20,0,z,1,0.17173054098384455,None,0,20,20,4,21.354633208015002,,,,,,,,,21.344454167003278,21.354633208015002,21.354633208015002,21.354633208015002,21.834778457996435,21.852601292019244,21.852601292019244,21.852601292019244,21.92503783298889,21.943570207979064,22.085549333016388,22.260409332986455,z,1,0.17173054098384455,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
78,invalid,right,100,150,1000,21,21,0,m,1,0.15723049902589992,None,0,21,21,77,22.272164000023622,,,,,,,,,22.261482583009638,22.272164000023622,22.272164000023622,22.272164000023622,22.75941125000827,22.768799083016347,22.768799083016347,22.768799083016347,22.8526449999772,22.86042304203147,23.009009875007905,23.17068099998869,m,1,0.15723049902589992,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
35,valid,right,100,150,1000,22,22,0,m,1,0.13934704201528803,None,0,22,22,34,23.18549325002823,,,,,,,,,23.175818542018533,23.18549325002823,23.18549325002823,23.18549325002823,23.668665917008184,23.67549512500409,23.67549512500409,23.67549512500409,23.758396874996834,23.768866917002015,23.918930332991295,24.06082262500422,m,1,0.13934704201528803,None,P2,001,2025-11-17_17h44.43.188,PosnerCueing_SoloProject,,2025.1.1,119.96928880137558,2025-11-17 17h44.51.903956 +0530,
