trialNum,validity,targetSide,cueDur_ms,SOA_ms,targetDur_ms,thisN,thisTrialN,thisRepN,response_key.keys,response_key.corr,response_key.rt,response_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instructions_text.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,trial.started,left_box.started,right_box.started,fixation.started,cue_arrow.started,left_box.stopped,right_box.stopped,fixation.stopped,cue_arrow.stopped,target.started,response_key.started,target.stopped,trial.stopped,trials.response_key.keys,trials.response_key.corr,trials.response_key.rt,trials.response_key.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
78,invalid,right,100,150,1000,54,54,0,m,1,0.6372348330332898,None,0,54,54,77,95.63396083400585,,,,,,,,,95.62519654200878,95.63396083400585,95.63396083400585,95.63396083400585,96.11339270899771,96.12863858399214,96.12863858399214,96.12863858399214,96.20704224996734,96.2131094589713,96.37295175000327,,97.01395383401541,m,1,0.6372348330332898,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
25,invalid,right,150,150,1000,55,55,0,m,1,0.5689492910169065,None,0,55,55,24,97.02459816698683,,,,,,,,,97.014861750009,97.02459816698683,97.02459816698683,97.02459816698683,97.51416483399225,97.52256554196356,97.52256554196356,97.52256554196356,97.66189504199428,97.61437091697007,97.81218058400555,,98.39176579198102,m,1,0.5689492910169065,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
14,valid,left,50,150,1000,56,56,0,z,1,0.6252010829630308,None,0,56,56,13,98.40401691698935,,,,,,,,,98.39292249997379,98.40401691698935,98.40401691698935,98.40401691698935,98.88948745897505,98.89519670896698,98.89519670896698,98.89519670896698,98.92813279200345,98.98953962500673,99.08991120901192,,99.72500083397608,z,1,0.6252010829630308,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
48,valid,right,50,150,1000,57,57,0,m,1,0.5279111660202034,None,0,57,57,47,99.73948483396089,,,,,,,,,99.73045791697223,99.73948483396089,99.73948483396089,99.73948483396089,100.22273320896784,100.22832237498369,100.22832237498369,100.22832237498369,100.26160262501799,100.32315245899372,100.42325112497201,,100.95810179196997,m,1,0.5279111660202034,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
41,valid,left,50,150,1000,58,58,0,z,1,0.2976968750008382,None,0,58,58,40,100.96913541696267,,,,,,,,,100.9620107919909,100.96913541696267,100.96913541696267,100.96913541696267,101.45618383400142,101.46166354196612,101.46166354196612,101.46166354196612,101.49457387498114,101.55619737500092,101.65653920901241,,101.9581577089848,z,1,0.2976968750008382,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
45,valid,right,150,150,1000,59,59,0,m,1,0.19243741600075737,None,0,59,59,44,101.972168917011,,,,,,,,,101.96276566700544,101.972168917011,101.972168917011,101.972168917011,102.4559767919709,102.46197266696254,102.46197266696254,102.46197266696254,102.59512762498343,102.55624912498752,102.75667379196966,,102.95843008399243,m,1,0.19243741600075737,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
22,valid,left,150,150,1000,60,60,0,z,1,0.20877416600706056,None,0,60,60,21,102.9720039590029,,,,,,,,,102.96271062496817,102.9720039590029,102.9720039590029,102.9720039590029,103.4564145419863,103.46208316698903,103.46208316698903,103.46208316698903,103.59505891700974,103.55642024998087,103.75645820901264,,103.97515770897735,z,1,0.20877416600706056,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
75,valid,left,100,150,1000,61,61,0,z,1,0.5030007910099812,None,0,61,61,74,103.9874318339862,,,,,,,,,103.9762901670183,103.9874318339862,103.9874318339862,103.9874318339862,104.47298712498741,104.47888183401665,104.47888183401665,104.47888183401665,104.56149654200999,104.57318674999988,104.72319845901802,,105.23076679196674,z,1,0.5030007910099812,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
61,invalid,left,100,150,1000,62,62,0,z,1,0.8361017500283197,None,0,62,62,60,105.24300191696966,,,,,,,,,105.23516458400991,105.24300191696966,105.24300191696966,105.24300191696966,105.73115058400435,105.73917912499746,105.73917912499746,105.73917912499746,105.82973487500567,105.82973487500567,105.9789344589808,106.8234922499978,106.82521720899967,z,1,0.8361017500283197,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
69,valid,right,150,150,1000,63,63,0,m,1,0.3147847490035929,None,0,63,63,68,106.83676475001266,,,,,,,,,106.82639449997805,106.83676475001266,106.83676475001266,106.83676475001266,107.32297304196982,107.32856883399654,107.32856883399654,107.32856883399654,107.46235604200047,107.42292233399348,107.6234674169682,,107.94150658400031,m,1,0.3147847490035929,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
47,invalid,right,150,150,1000,64,64,0,z,1,0.6601697080186568,None,0,64,64,46,107.95509412500542,,,,,,,,,107.94673195900396,107.95509412500542,107.95509412500542,107.95509412500542,108.43977587501286,108.44586454197997,108.44586454197997,108.44586454197997,108.5786843340029,108.53960508399177,108.73989683401305,,109.4084331250051,z,1,0.6601697080186568,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
84,invalid,left,50,150,1000,65,65,0,z,1,1.444535040995106,None,0,65,65,83,109.42004649998853,,,,,,,,,109.41176670900313,109.42004649998853,109.42004649998853,109.42004649998853,109.90618799999356,109.91185595898423,109.91185595898423,109.91185595898423,109.94459745899076,110.00638958398486,110.10667733399896,110.99522341700504,111.55907337501412,z,1,1.444535040995106,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
46,invalid,right,50,150,1000,66,66,0,m,1,0.725391207030043,None,0,66,66,45,111.57371679198695,,,,,,,,,111.56434733397327,111.57371679198695,111.57371679198695,111.57371679198695,112.05640183400828,112.06206891697366,112.06206891697366,112.06206891697366,112.0951843750081,112.15647237497615,112.2566784590017,,112.99215287499828,m,1,0.725391207030043,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
3,valid,right,150,150,1000,67,67,0,m,1,0.2993809159961529,None,0,67,67,2,113.00668495899299,,,,,,,,,112.99793741700705,113.00668495899299,113.00668495899299,113.00668495899299,113.4896667089779,113.49577766697621,113.49577766697621,113.49577766697621,113.62839349999558,113.58969120896654,113.78976920899004,,114.0926565839909,m,1,0.2993809159961529,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
76,invalid,right,150,150,1000,68,68,0,z,1,0.32900424901163206,None,0,68,68,75,114.10602891701274,,,,,,,,,114.09704308398068,114.10602891701274,114.10602891701274,114.10602891701274,114.58971783396555,114.59589070896618,114.59589070896618,114.59589070896618,114.7285361670074,114.68968758400297,114.8901724590105,,115.22484229196562,z,1,0.32900424901163206,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
29,valid,right,100,150,1000,69,69,0,m,1,1.8046745409956202,None,0,69,69,28,115.23854320897954,,,,,,,,,115.2294665419613,115.23854320897954,115.23854320897954,115.23854320897954,115.72312395897461,115.72913716698531,115.72913716698531,115.72913716698531,115.8120165420114,115.82346433401108,115.97342708398355,116.8118752919836,117.781164874963,m,1,1.8046745409956202,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
92,invalid,right,100,150,1000,70,70,0,m,1,1.2244129580212757,None,0,70,70,91,117.792529792001,,,,,,,,,117.78501683397917,117.792529792001,117.792529792001,117.792529792001,118.28027441696031,118.28990624996368,118.28990624996368,118.28990624996368,118.37344033399131,118.38045012496877,118.52872520900564,119.37843774998328,119.75858608400449,m,1,1.2244129580212757,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
53,valid,right,50,150,1000,71,71,0,m,1,0.6423852909938432,None,0,71,71,52,119.77290487498976,,,,,,,,,119.76402224996127,119.77290487498976,119.77290487498976,119.77290487498976,120.25612095900578,120.26176558400039,120.26176558400039,120.26176558400039,120.29506291699363,120.35652637499152,120.45662045897916,,121.10839750000741,m,1,0.6423852909938432,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
8,valid,right,100,150,1000,72,72,0,m,1,0.7723842079867609,None,0,72,72,7,121.1193865420064,,,,,,,,,121.10925358399982,121.1193865420064,121.1193865420064,121.1193865420064,121.60656124999514,121.61231337499339,121.61231337499339,121.61231337499339,121.69533441698877,121.70678237499669,121.85673662496265,,122.6311502919998,m,1,0.7723842079867609,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
51,invalid,left,50,150,1000,73,73,0,z,1,1.0445393749978393,None,0,73,73,50,122.64179295900976,,,,,,,,,122.63203579199035,122.64179295900976,122.64179295900976,122.64179295900976,123.13011754199397,123.13994808396092,123.13994808396092,123.13994808396092,123.17369424999924,123.2303894169745,123.3295371250133,124.223656459013,124.38128370896447,z,1,1.0445393749978393,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
52,valid,left,100,150,1000,74,74,0,z,1,1.5349316240171902,None,0,74,74,51,124.39515366696287,,,,,,,,,124.38758029200835,124.39515366696287,124.39515366696287,124.39515366696287,124.88113075000001,124.88994812499732,124.88994812499732,124.88994812499732,124.9803574589896,124.9803574589896,125.12911020900356,125.97908812499372,126.67598695901688,z,1,1.5349316240171902,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
33,valid,left,150,150,1000,75,75,0,z,1,0.27863462397363037,None,0,75,75,32,126.68687174998922,,,,,,,,,126.67745587497484,126.68687174998922,126.68687174998922,126.68687174998922,127.17345483397366,127.1796076669707,127.1796076669707,127.1796076669707,127.31196779198945,127.27328158396995,127.47346291696886,,127.75889516697498,z,1,0.27863462397363037,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
55,valid,left,50,150,1000,76,76,0,z,1,0.9643117909436114,None,0,76,76,54,127.77013079199241,,,,,,,,,127.75994779198663,127.77013079199241,127.77013079199241,127.77013079199241,128.25668316701194,128.2635787499603,128.2635787499603,128.2635787499603,128.29511937499046,128.3566850000061,128.45698408398312,129.3455760839861,129.4253703749855,z,1,0.9643117909436114,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
82,valid,left,50,150,1000,77,77,0,z,1,2.2465603739838116,None,0,77,77,81,129.4379544169642,,,,,,,,,129.42651904199738,129.4379544169642,129.4379544169642,129.4379544169642,129.9232636669767,129.92822204198455,129.92822204198455,129.92822204198455,129.96162920899224,130.023408500012,130.1235058750026,131.01250116701704,132.37620691698976,z,1,2.2465603739838116,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
7,valid,left,150,150,1000,78,78,0,z,1,1.18324520700844,None,0,78,78,6,132.3870147090056,,,,,,,,,132.37724266701844,132.3870147090056,132.3870147090056,132.3870147090056,132.87364441697719,132.8784706669976,132.8784706669976,132.8784706669976,133.01240029197652,132.97337670897832,133.1737993750139,133.96200737496838,134.35953862499446,z,1,1.18324520700844,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
74,invalid,right,100,150,1000,79,79,0,m,1,0.8350927490391769,None,0,79,79,73,134.37309941701824,,,,,,,,,134.36094633396715,134.37309941701824,134.37309941701824,134.37309941701824,134.85668949998217,134.8622812500107,134.8622812500107,134.8622812500107,134.94574695901247,134.95695279201027,135.10676416696515,135.9455037919688,135.94686525000725,m,1,0.8350927490391769,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
4,invalid,right,150,150,1000,80,80,0,m,1,1.066548208007589,None,0,80,80,3,135.95727345900377,,,,,,,,,135.94769724999787,135.95727345900377,135.95727345900377,135.95727345900377,136.44009287498193,136.44604366697604,136.44604366697604,136.44604366697604,136.5791063340148,136.5398167920066,136.74039141699905,137.52902708400507,137.80953945900546,m,1,1.066548208007589,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
26,valid,right,50,150,1000,81,81,0,m,1,1.4909172910265625,None,0,81,81,25,137.82232112501515,,,,,,,,,137.8135839169845,137.82232112501515,137.82232112501515,137.82232112501515,138.30710845900467,138.31196416699095,138.31196416699095,138.31196416699095,138.345487374987,138.40676454198547,138.5069711249671,139.39562595897587,140.00916020898148,m,1,1.4909172910265625,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
43,invalid,right,50,150,1000,82,82,0,m,1,0.9728775409748778,None,0,82,82,42,140.02325308398576,,,,,,,,,140.01379637501668,140.02325308398576,140.02325308398576,140.02325308398576,140.50684912496945,140.51208645896986,140.51208645896986,140.51208645896986,140.54554545896826,140.60688245901838,140.70714762498392,141.59658191696508,141.68181854201248,m,1,0.9728775409748778,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
9,valid,left,50,150,1000,83,83,0,z,1,0.5776243740110658,None,0,83,83,8,141.6927924589836,,,,,,,,,141.68287287501153,141.6927924589836,141.6927924589836,141.6927924589836,142.18053462501848,142.19014124997193,142.19014124997193,142.19014124997193,142.22390083398204,142.28054204198997,142.37937429198064,,142.95884266699431,z,1,0.5776243740110658,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
38,invalid,left,50,150,1000,84,84,0,z,1,0.7047312069917098,None,0,84,84,37,142.9737009590026,,,,,,,,,142.96507454197854,142.9737009590026,142.9737009590026,142.9737009590026,143.4566036670003,143.4625101669808,143.4625101669808,143.4625101669808,143.4953166670166,143.55694337497698,143.65729925001506,,144.36482987500494,z,1,0.7047312069917098,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
5,valid,left,100,150,1000,85,85,0,z,1,0.9628254569834098,None,0,85,85,4,144.37675299996044,,,,,,,,,144.36908537498675,144.37675299996044,144.37675299996044,144.37675299996044,144.86492416699184,144.87346637499286,144.87346637499286,144.87346637499286,144.9638296670164,144.9638296670164,145.11313954199431,145.96203150000656,146.0818485839991,z,1,0.9628254569834098,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
86,invalid,left,50,150,1000,86,86,0,z,1,0.5777363739907742,None,0,86,86,85,146.09444320900366,,,,,,,,,146.08630912500666,146.09444320900366,146.09444320900366,146.09444320900366,146.58032083400758,146.59065429196926,146.59065429196926,146.59065429196926,146.62389849999454,146.68061016697902,146.7792091249721,,147.3586644169991,z,1,0.5777363739907742,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
11,valid,left,150,150,1000,87,87,0,z,1,1.3746283740038052,None,0,87,87,10,147.37198766699294,,,,,,,,,147.36332004197175,147.37198766699294,147.37198766699294,147.37198766699294,147.8566682090168,147.8630062919692,147.8630062919692,147.8630062919692,147.99610112496885,147.95690441696206,148.15730700001586,148.94559149997076,149.54312291700626,z,1,1.3746283740038052,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
71,invalid,right,100,150,1000,88,88,0,m,1,0.7801942069781944,None,0,88,88,70,149.55521174997557,,,,,,,,,149.5446642920142,149.55521174997557,149.55521174997557,149.55521174997557,150.0402883340139,150.0465661669732,150.0465661669732,150.0465661669732,150.12879079196136,150.14043837500503,150.29083233396523,,151.0754629590083,m,1,0.7801942069781944,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
23,valid,right,50,150,1000,89,89,0,m,1,1.8450458330335096,None,0,89,89,22,151.0894045419991,,,,,,,,,151.08060041698627,151.0894045419991,151.0894045419991,151.0894045419991,151.57334495900432,151.57928058400284,151.57928058400284,151.57928058400284,151.61271495901747,151.673881041992,151.77396725001745,152.66315320896683,153.62591379199876,m,1,1.8450458330335096,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
31,invalid,right,50,150,1000,90,90,0,m,1,0.8089541660156101,None,0,90,90,30,153.640951459005,,,,,,,,,153.6314588339883,153.640951459005,153.640951459005,153.640951459005,154.12332841701573,154.1289833339979,154.1289833339979,154.1289833339979,154.16230629198253,154.22394749999512,154.32394383399514,,155.1426547919982,m,1,0.8089541660156101,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
66,valid,left,150,150,1000,91,91,0,z,1,0.8341126660234295,None,0,91,91,65,155.15410091698868,,,,,,,,,155.14370324998163,155.15410091698868,155.15410091698868,155.15410091698868,155.64045437501045,155.64634962496348,155.64634962496348,155.64634962496348,155.7795573339681,155.74042833398562,155.9406835839618,156.72961012501037,156.78100358397933,z,1,0.8341126660234295,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
21,valid,right,100,150,1000,92,92,0,m,1,0.8900210830033757,None,0,92,92,20,156.79345691698836,,,,,,,,,156.78541116701672,156.79345691698836,156.79345691698836,156.79345691698836,157.2811873339815,157.2904259999632,157.2904259999632,157.2904259999632,157.3806005839724,157.3806005839724,157.5300960839959,158.37415275000967,158.42640841699904,m,1,0.8900210830033757,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
89,invalid,left,150,150,1000,93,93,0,z,1,0.6157195830019191,None,0,93,93,88,158.43971070897533,,,,,,,,,158.4278557089856,158.43971070897533,158.43971070897533,158.43971070897533,158.92374979198212,158.9288042919943,158.9288042919943,158.9288042919943,159.06274604197824,159.02373145899037,159.22423358401284,,159.84240141697228,z,1,0.6157195830019191,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
39,valid,right,100,150,1000,94,94,0,m,1,1.0069703320041299,None,0,94,94,38,159.85419649997493,,,,,,,,,159.84353295899928,159.85419649997493,159.85419649997493,159.85419649997493,160.34050262498204,160.34647987497738,160.34647987497738,160.34647987497738,160.42860312497942,160.4406734170043,160.59090266696876,161.42934249999234,161.61013479199028,m,1,1.0069703320041299,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
49,invalid,right,50,150,1000,95,95,0,m,1,1.1154261659830809,None,0,95,95,48,161.62447529198835,,,,,,,,,161.61576983396662,161.62447529198835,161.62447529198835,161.62447529198835,162.1069009170169,162.11312449997058,162.11312449997058,162.11312449997058,162.14606004196685,162.20721591700567,162.30758083396358,163.19620091700926,163.4265962089994,m,1,1.1154261659830809,None,P5,001,2025-11-18_14h03.11.681,PosnerCueing_SoloProject,,2025.1.1,None,2025-11-18 14h03.27.455416 +0530,
